Gene	sgRNA	eff
safe_8_32926_33339	safe_8_32926_33339_69	1
safe_8_32926_33339	safe_8_32926_33339_139	1
safe_8_32926_33339	safe_8_32926_33339_171	1
safe_8_32926_33339	safe_8_32926_33339_109	1
safe_8_32926_33339	safe_8_32926_33339_60	1
Phatr3_EG02339	Phatr3_EG02339_4289	1
Phatr3_EG02339	Phatr3_EG02339_3101	1
Phatr3_EG02339	Phatr3_EG02339_4213	1
Phatr3_EG02339	Phatr3_EG02339_3565	1
Phatr3_EG02339	Phatr3_EG02339_3483	1
Phatr3_EG02339	Phatr3_EG02339_1317	1
Phatr3_EG02339	Phatr3_EG02339_1168	1
Phatr3_J46813	Phatr3_J46813_523	1
Phatr3_J46813	Phatr3_J46813_266	1
Phatr3_J46813	Phatr3_J46813_490	1
Phatr3_J46813	Phatr3_J46813_226	1
Phatr3_J46813	Phatr3_J46813_442	1
Phatr3_J46813	Phatr3_J46813_631	1
Phatr3_J46813	Phatr3_J46813_697	1
Phatr3_EG00148	Phatr3_EG00148_347	1
Phatr3_EG00148	Phatr3_EG00148_309	1
Phatr3_EG00148	Phatr3_EG00148_97	1
Phatr3_EG00148	Phatr3_EG00148_389	1
Phatr3_EG00148	Phatr3_EG00148_75	1
Phatr3_EG00148	Phatr3_EG00148_168	1
Phatr3_EG00148	Phatr3_EG00148_120	1
Phatr3_J45249	Phatr3_J45249_2112	1
Phatr3_J45249	Phatr3_J45249_1267	1
Phatr3_J45249	Phatr3_J45249_1540	1
Phatr3_J45249	Phatr3_J45249_2128	1
Phatr3_J45249	Phatr3_J45249_588	1
Phatr3_J45249	Phatr3_J45249_2192	1
Phatr3_J45249	Phatr3_J45249_1052	1
Phatr3_J43494	Phatr3_J43494_67	1
Phatr3_J43494	Phatr3_J43494_439	1
Phatr3_J43494	Phatr3_J43494_94	1
Phatr3_J43494	Phatr3_J43494_595	1
Phatr3_J43494	Phatr3_J43494_274	1
Phatr3_J43494	Phatr3_J43494_662	1
Phatr3_J43494	Phatr3_J43494_771	1
Phatr3_J13590	Phatr3_J13590_146	1
Phatr3_J13590	Phatr3_J13590_262	1
Phatr3_J13590	Phatr3_J13590_614	1
Phatr3_J13590	Phatr3_J13590_907	1
Phatr3_J13590	Phatr3_J13590_55	1
Phatr3_J13590	Phatr3_J13590_392	1
Phatr3_J13590	Phatr3_J13590_493	1
Phatr3_J35233	Phatr3_J35233_786	1
Phatr3_J35233	Phatr3_J35233_753	1
Phatr3_J35233	Phatr3_J35233_677	1
Phatr3_J35233	Phatr3_J35233_811	1
Phatr3_J35233	Phatr3_J35233_139	1
Phatr3_J35233	Phatr3_J35233_370	1
Phatr3_J35233	Phatr3_J35233_474	1
Phatr3_J54476	Phatr3_J54476_677	1
Phatr3_J54476	Phatr3_J54476_971	1
Phatr3_J54476	Phatr3_J54476_708	1
Phatr3_J54476	Phatr3_J54476_602	1
Phatr3_J54476	Phatr3_J54476_1166	1
Phatr3_J54476	Phatr3_J54476_1227	1
Phatr3_J54476	Phatr3_J54476_834	1
Phatr3_EG00704	Phatr3_EG00704_1513	1
Phatr3_EG00704	Phatr3_EG00704_1457	1
Phatr3_EG00704	Phatr3_EG00704_256	1
Phatr3_EG00704	Phatr3_EG00704_1123	1
Phatr3_EG00704	Phatr3_EG00704_966	1
Phatr3_EG00704	Phatr3_EG00704_1398	1
Phatr3_EG00704	Phatr3_EG00704_746	1
Phatr3_J36359	Phatr3_J36359_371	1
Phatr3_J36359	Phatr3_J36359_256	1
Phatr3_J36359	Phatr3_J36359_137	1
Phatr3_J36359	Phatr3_J36359_156	1
Phatr3_J36359	Phatr3_J36359_330	1
Phatr3_J36359	Phatr3_J36359_352	1
Phatr3_J36359	Phatr3_J36359_112	1
Phatr3_EG01895	Phatr3_EG01895_536	1
Phatr3_EG01895	Phatr3_EG01895_1006	1
Phatr3_EG01895	Phatr3_EG01895_324	1
Phatr3_EG01895	Phatr3_EG01895_977	1
Phatr3_EG01895	Phatr3_EG01895_289	1
Phatr3_EG01895	Phatr3_EG01895_1127	1
Phatr3_EG01895	Phatr3_EG01895_124	1
Phatr3_EG02633	Phatr3_EG02633_98	1
Phatr3_EG02633	Phatr3_EG02633_346	1
Phatr3_EG02633	Phatr3_EG02633_327	1
Phatr3_EG02633	Phatr3_EG02633_444	1
Phatr3_EG02633	Phatr3_EG02633_400	1
Phatr3_EG02633	Phatr3_EG02633_160	1
Phatr3_EG02633	Phatr3_EG02633_221	1
Phatr3_EG01649	Phatr3_EG01649_107	1
Phatr3_EG01649	Phatr3_EG01649_58	1
Phatr3_EG00527	Phatr3_EG00527_172	1
Phatr3_EG00527	Phatr3_EG00527_364	1
Phatr3_EG00527	Phatr3_EG00527_67	1
Phatr3_EG00527	Phatr3_EG00527_274	1
Phatr3_EG00527	Phatr3_EG00527_150	1
Phatr3_EG00527	Phatr3_EG00527_104	1
Phatr3_EG00527	Phatr3_EG00527_220	1
Phatr3_J31469	Phatr3_J31469_230	1
Phatr3_J31469	Phatr3_J31469_291	1
Phatr3_J31469	Phatr3_J31469_77	1
Phatr3_J31469	Phatr3_J31469_251	1
Phatr3_J31469	Phatr3_J31469_431	1
Phatr3_J31469	Phatr3_J31469_347	1
Phatr3_J31469	Phatr3_J31469_369	1
Phatr3_J48655	Phatr3_J48655_157	1
Phatr3_J48655	Phatr3_J48655_353	1
Phatr3_J48655	Phatr3_J48655_211	1
Phatr3_J48655	Phatr3_J48655_307	1
Phatr3_J48655	Phatr3_J48655_386	1
Phatr3_J48655	Phatr3_J48655_475	1
Phatr3_J48655	Phatr3_J48655_83	1
Phatr3_J28833	Phatr3_J28833_175	1
Phatr3_J28833	Phatr3_J28833_538	1
Phatr3_J28833	Phatr3_J28833_635	1
Phatr3_J28833	Phatr3_J28833_493	1
Phatr3_J28833	Phatr3_J28833_328	1
Phatr3_J28833	Phatr3_J28833_145	1
Phatr3_J28833	Phatr3_J28833_396	1
Phatr3_EG01463	Phatr3_EG01463_140	1
Phatr3_EG01463	Phatr3_EG01463_75	1
Phatr3_EG01463	Phatr3_EG01463_317	1
Phatr3_EG01463	Phatr3_EG01463_198	1
Phatr3_EG01463	Phatr3_EG01463_147	1
Phatr3_EG01463	Phatr3_EG01463_282	1
Phatr3_EG01463	Phatr3_EG01463_100	1
safe_8_2281_2893	safe_8_2281_2893_308	1
safe_8_2281_2893	safe_8_2281_2893_45	1
safe_8_2281_2893	safe_8_2281_2893_318	1
Phatr3_J46509	Phatr3_J46509_82	1
Phatr3_J46509	Phatr3_J46509_218	1
Phatr3_J46509	Phatr3_J46509_478	1
Phatr3_J46509	Phatr3_J46509_195	1
Phatr3_J46509	Phatr3_J46509_372	1
Phatr3_J46509	Phatr3_J46509_398	1
Phatr3_J46509	Phatr3_J46509_305	1
Phatr3_J47260	Phatr3_J47260_941	1
Phatr3_J47260	Phatr3_J47260_983	1
Phatr3_J47260	Phatr3_J47260_1003	1
Phatr3_J47260	Phatr3_J47260_838	1
Phatr3_J47260	Phatr3_J47260_810	1
Phatr3_J47260	Phatr3_J47260_786	1
Phatr3_J47260	Phatr3_J47260_908	1
Phatr3_J11128	Phatr3_J11128_228	1
Phatr3_J11128	Phatr3_J11128_638	1
Phatr3_J11128	Phatr3_J11128_82	1
Phatr3_J11128	Phatr3_J11128_112	1
Phatr3_J11128	Phatr3_J11128_415	1
Phatr3_J11128	Phatr3_J11128_511	1
Phatr3_J11128	Phatr3_J11128_244	1
Phatr3_J45706	Phatr3_J45706_496	1
Phatr3_J45706	Phatr3_J45706_339	1
Phatr3_J45706	Phatr3_J45706_313	1
Phatr3_J45706	Phatr3_J45706_133	1
Phatr3_J45706	Phatr3_J45706_451	1
Phatr3_J45706	Phatr3_J45706_85	1
Phatr3_J45706	Phatr3_J45706_528	1
Phatr3_J16105	Phatr3_J16105_654	1
Phatr3_J16105	Phatr3_J16105_298	1
Phatr3_J16105	Phatr3_J16105_501	1
Phatr3_J16105	Phatr3_J16105_435	1
Phatr3_J16105	Phatr3_J16105_724	1
Phatr3_J16105	Phatr3_J16105_1200	1
Phatr3_J16105	Phatr3_J16105_1109	1
Phatr3_J48199	Phatr3_J48199_286	1
Phatr3_J48199	Phatr3_J48199_75	1
Phatr3_J48199	Phatr3_J48199_310	1
Phatr3_J48199	Phatr3_J48199_76	1
Phatr3_J48199	Phatr3_J48199_578	1
Phatr3_J48199	Phatr3_J48199_163	1
Phatr3_J48199	Phatr3_J48199_539	1
Phatr3_J35156	Phatr3_J35156_187	1
Phatr3_J35156	Phatr3_J35156_112	1
Phatr3_J35156	Phatr3_J35156_73	1
Phatr3_J35156	Phatr3_J35156_229	1
Phatr3_J35156	Phatr3_J35156_126	1
Phatr3_J35156	Phatr3_J35156_173	1
Phatr3_J35156	Phatr3_J35156_285	1
Phatr3_J38828	Phatr3_J38828_401	1
Phatr3_J38828	Phatr3_J38828_369	1
Phatr3_J38828	Phatr3_J38828_428	1
Phatr3_J38828	Phatr3_J38828_352	1
Phatr3_J38828	Phatr3_J38828_59	1
Phatr3_J38828	Phatr3_J38828_83	1
Phatr3_J38828	Phatr3_J38828_112	1
Phatr3_J33842	Phatr3_J33842_130	1
Phatr3_J33842	Phatr3_J33842_83	1
Phatr3_J33842	Phatr3_J33842_392	1
Phatr3_J33842	Phatr3_J33842_247	1
Phatr3_J33842	Phatr3_J33842_196	1
Phatr3_J33842	Phatr3_J33842_305	1
Phatr3_J33842	Phatr3_J33842_147	1
Phatr3_J12605	Phatr3_J12605_710	1
Phatr3_J12605	Phatr3_J12605_556	1
Phatr3_J12605	Phatr3_J12605_117	1
Phatr3_J12605	Phatr3_J12605_1350	1
Phatr3_J12605	Phatr3_J12605_67	1
Phatr3_J12605	Phatr3_J12605_1507	1
Phatr3_J12605	Phatr3_J12605_1621	1
Phatr3_Jdraft1212	Phatr3_Jdraft1212_724	1
Phatr3_Jdraft1212	Phatr3_Jdraft1212_1629	1
Phatr3_Jdraft1212	Phatr3_Jdraft1212_1575	1
Phatr3_Jdraft1212	Phatr3_Jdraft1212_783	1
Phatr3_Jdraft1212	Phatr3_Jdraft1212_1444	1
Phatr3_Jdraft1212	Phatr3_Jdraft1212_365	1
Phatr3_Jdraft1212	Phatr3_Jdraft1212_1707	1
Phatr3_J49229	Phatr3_J49229_64	1
Phatr3_J49229	Phatr3_J49229_398	1
Phatr3_J49229	Phatr3_J49229_565	1
Phatr3_J49229	Phatr3_J49229_601	1
Phatr3_J49229	Phatr3_J49229_85	1
Phatr3_J49229	Phatr3_J49229_120	1
Phatr3_J49229	Phatr3_J49229_520	1
Phatr3_EG00679	Phatr3_EG00679_866	1
Phatr3_EG00679	Phatr3_EG00679_409	1
Phatr3_EG00679	Phatr3_EG00679_724	1
Phatr3_EG00679	Phatr3_EG00679_556	1
Phatr3_EG00679	Phatr3_EG00679_761	1
Phatr3_EG00679	Phatr3_EG00679_626	1
Phatr3_EG00679	Phatr3_EG00679_118	1
Phatr3_J42500	Phatr3_J42500_183	1
Phatr3_J42500	Phatr3_J42500_405	1
Phatr3_J42500	Phatr3_J42500_104	1
Phatr3_J42500	Phatr3_J42500_525	1
Phatr3_J42500	Phatr3_J42500_347	1
Phatr3_J42500	Phatr3_J42500_131	1
Phatr3_J42500	Phatr3_J42500_161	1
Phatr3_J24775	Phatr3_J24775_478	1
Phatr3_J24775	Phatr3_J24775_994	1
Phatr3_J24775	Phatr3_J24775_1253	1
Phatr3_J24775	Phatr3_J24775_1047	1
Phatr3_J24775	Phatr3_J24775_331	1
Phatr3_J24775	Phatr3_J24775_195	1
Phatr3_J24775	Phatr3_J24775_681	1
Phatr3_EG01176	Phatr3_EG01176_359	1
Phatr3_EG01176	Phatr3_EG01176_367	1
Phatr3_EG01176	Phatr3_EG01176_67	1
Phatr3_EG01176	Phatr3_EG01176_408	1
Phatr3_EG01176	Phatr3_EG01176_494	1
Phatr3_EG01176	Phatr3_EG01176_483	1
Phatr3_EG01176	Phatr3_EG01176_281	1
Phatr3_EG02529	Phatr3_EG02529_1986	1
Phatr3_EG02529	Phatr3_EG02529_1918	1
Phatr3_EG02529	Phatr3_EG02529_1099	1
Phatr3_EG02529	Phatr3_EG02529_2144	1
Phatr3_EG02529	Phatr3_EG02529_2552	1
Phatr3_EG02529	Phatr3_EG02529_2475	1
Phatr3_EG02529	Phatr3_EG02529_1232	1
Phatr3_J50362	Phatr3_J50362_779	1
Phatr3_J50362	Phatr3_J50362_280	1
Phatr3_J50362	Phatr3_J50362_823	1
Phatr3_J50362	Phatr3_J50362_733	1
Phatr3_J50362	Phatr3_J50362_565	1
Phatr3_J50362	Phatr3_J50362_260	1
Phatr3_J50362	Phatr3_J50362_235	1
Phatr3_J44340	Phatr3_J44340_112	1
Phatr3_J44340	Phatr3_J44340_172	1
Phatr3_J44340	Phatr3_J44340_214	1
Phatr3_J44340	Phatr3_J44340_322	1
Phatr3_J44340	Phatr3_J44340_58	1
Phatr3_J44340	Phatr3_J44340_378	1
Phatr3_J44340	Phatr3_J44340_303	1
Phatr3_J48064	Phatr3_J48064_424	1
Phatr3_J48064	Phatr3_J48064_379	1
Phatr3_J48064	Phatr3_J48064_492	1
Phatr3_J48064	Phatr3_J48064_583	1
Phatr3_J48064	Phatr3_J48064_236	1
Phatr3_J48064	Phatr3_J48064_125	1
Phatr3_J48064	Phatr3_J48064_415	1
Phatr3_J21897	Phatr3_J21897_464	1
Phatr3_J21897	Phatr3_J21897_660	1
Phatr3_J21897	Phatr3_J21897_743	1
Phatr3_J21897	Phatr3_J21897_439	1
Phatr3_J21897	Phatr3_J21897_445	1
Phatr3_J21897	Phatr3_J21897_638	1
Phatr3_J21897	Phatr3_J21897_875	1
Phatr3_J34177	Phatr3_J34177_414	1
Phatr3_J34177	Phatr3_J34177_221	1
Phatr3_J34177	Phatr3_J34177_138	1
Phatr3_J34177	Phatr3_J34177_406	1
Phatr3_J34177	Phatr3_J34177_228	1
Phatr3_J34177	Phatr3_J34177_92	1
Phatr3_J34177	Phatr3_J34177_160	1
Phatr3_EG02604	Phatr3_EG02604_228	1
Phatr3_EG02604	Phatr3_EG02604_130	1
Phatr3_EG02604	Phatr3_EG02604_310	1
Phatr3_EG02604	Phatr3_EG02604_402	1
Phatr3_EG02604	Phatr3_EG02604_850	1
Phatr3_EG02604	Phatr3_EG02604_358	1
Phatr3_EG02604	Phatr3_EG02604_98	1
Phatr3_J46702	Phatr3_J46702_505	1
Phatr3_J46702	Phatr3_J46702_120	1
Phatr3_J46702	Phatr3_J46702_178	1
Phatr3_J46702	Phatr3_J46702_475	1
Phatr3_J46702	Phatr3_J46702_345	1
Phatr3_J46702	Phatr3_J46702_262	1
Phatr3_J46702	Phatr3_J46702_201	1
Phatr3_J18345	Phatr3_J18345_361	1
Phatr3_J18345	Phatr3_J18345_284	1
Phatr3_J18345	Phatr3_J18345_540	1
Phatr3_J18345	Phatr3_J18345_270	1
Phatr3_J18345	Phatr3_J18345_161	1
Phatr3_J18345	Phatr3_J18345_76	1
Phatr3_J18345	Phatr3_J18345_392	1
Phatr3_J49734	Phatr3_J49734_406	1
Phatr3_J49734	Phatr3_J49734_176	1
Phatr3_J49734	Phatr3_J49734_501	1
Phatr3_J49734	Phatr3_J49734_277	1
Phatr3_J49734	Phatr3_J49734_149	1
Phatr3_J49734	Phatr3_J49734_200	1
Phatr3_J49734	Phatr3_J49734_427	1
Phatr3_J44138	Phatr3_J44138_140	1
Phatr3_J44138	Phatr3_J44138_260	1
Phatr3_J44138	Phatr3_J44138_380	1
Phatr3_J44138	Phatr3_J44138_269	1
Phatr3_J44138	Phatr3_J44138_48	1
Phatr3_J44138	Phatr3_J44138_163	1
Phatr3_J44138	Phatr3_J44138_197	1
Phatr3_J41071	Phatr3_J41071_379	1
Phatr3_J41071	Phatr3_J41071_452	1
Phatr3_J41071	Phatr3_J41071_538	1
Phatr3_J41071	Phatr3_J41071_347	1
Phatr3_J41071	Phatr3_J41071_57	1
Phatr3_J41071	Phatr3_J41071_427	1
Phatr3_J41071	Phatr3_J41071_206	1
Phatr3_Jdraft1024	Phatr3_Jdraft1024_638	1
Phatr3_Jdraft1024	Phatr3_Jdraft1024_502	1
Phatr3_Jdraft1024	Phatr3_Jdraft1024_234	1
Phatr3_Jdraft1024	Phatr3_Jdraft1024_598	1
Phatr3_Jdraft1024	Phatr3_Jdraft1024_1027	1
Phatr3_Jdraft1024	Phatr3_Jdraft1024_386	1
Phatr3_Jdraft1024	Phatr3_Jdraft1024_295	1
Phatr3_J49280	Phatr3_J49280_482	1
Phatr3_J49280	Phatr3_J49280_421	1
Phatr3_J49280	Phatr3_J49280_614	1
Phatr3_J49280	Phatr3_J49280_528	1
Phatr3_J49280	Phatr3_J49280_678	1
Phatr3_J49280	Phatr3_J49280_749	1
Phatr3_J49280	Phatr3_J49280_575	1
Phatr3_J49422	Phatr3_J49422_145	1
Phatr3_J49422	Phatr3_J49422_49	1
Phatr3_J49422	Phatr3_J49422_609	1
Phatr3_J49422	Phatr3_J49422_305	1
Phatr3_J49422	Phatr3_J49422_206	1
Phatr3_J49422	Phatr3_J49422_536	1
Phatr3_J49422	Phatr3_J49422_361	1
Phatr3_J46632	Phatr3_J46632_242	1
Phatr3_J46632	Phatr3_J46632_619	1
Phatr3_J46632	Phatr3_J46632_793	1
Phatr3_J46632	Phatr3_J46632_118	1
Phatr3_J46632	Phatr3_J46632_325	1
Phatr3_J46632	Phatr3_J46632_471	1
Phatr3_J46632	Phatr3_J46632_392	1
Phatr3_J19482	Phatr3_J19482_1383	1
Phatr3_J19482	Phatr3_J19482_68	1
Phatr3_J19482	Phatr3_J19482_1350	1
Phatr3_J19482	Phatr3_J19482_89	1
Phatr3_J19482	Phatr3_J19482_1424	1
Phatr3_J19482	Phatr3_J19482_1427	1
Phatr3_J19482	Phatr3_J19482_1362	1
Phatr3_J35903	Phatr3_J35903_440	1
Phatr3_J35903	Phatr3_J35903_705	1
Phatr3_J35903	Phatr3_J35903_465	1
Phatr3_J35903	Phatr3_J35903_445	1
Phatr3_J35903	Phatr3_J35903_687	1
Phatr3_J35903	Phatr3_J35903_459	1
Phatr3_J35903	Phatr3_J35903_676	1
Phatr3_J35061	Phatr3_J35061_170	1
Phatr3_J35061	Phatr3_J35061_401	1
Phatr3_J35061	Phatr3_J35061_364	1
Phatr3_J35061	Phatr3_J35061_88	1
Phatr3_J35061	Phatr3_J35061_461	1
Phatr3_J35061	Phatr3_J35061_290	1
Phatr3_J35061	Phatr3_J35061_211	1
Phatr3_J38642	Phatr3_J38642_218	1
Phatr3_J38642	Phatr3_J38642_358	1
Phatr3_J38642	Phatr3_J38642_715	1
Phatr3_J38642	Phatr3_J38642_343	1
Phatr3_J38642	Phatr3_J38642_578	1
Phatr3_J38642	Phatr3_J38642_441	1
Phatr3_J38642	Phatr3_J38642_94	1
Phatr3_J47965	Phatr3_J47965_261	1
Phatr3_J47965	Phatr3_J47965_380	1
Phatr3_J47965	Phatr3_J47965_769	1
Phatr3_J47965	Phatr3_J47965_412	1
Phatr3_J47965	Phatr3_J47965_169	1
Phatr3_J47965	Phatr3_J47965_584	1
Phatr3_J47965	Phatr3_J47965_49	1
Phatr3_J47917	Phatr3_J47917_1589	1
Phatr3_J47917	Phatr3_J47917_593	1
Phatr3_J47917	Phatr3_J47917_313	1
Phatr3_J47917	Phatr3_J47917_1257	1
Phatr3_J47917	Phatr3_J47917_539	1
Phatr3_J47917	Phatr3_J47917_700	1
Phatr3_J47917	Phatr3_J47917_190	1
Phatr3_J3425	Phatr3_J3425_553	1
Phatr3_J3425	Phatr3_J3425_154	1
Phatr3_J3425	Phatr3_J3425_355	1
Phatr3_J3425	Phatr3_J3425_114	1
Phatr3_J3425	Phatr3_J3425_611	1
Phatr3_J3425	Phatr3_J3425_729	1
Phatr3_J3425	Phatr3_J3425_655	1
Phatr3_J44830	Phatr3_J44830_382	1
Phatr3_J44830	Phatr3_J44830_99	1
Phatr3_J44830	Phatr3_J44830_338	1
Phatr3_J44830	Phatr3_J44830_299	1
Phatr3_J44830	Phatr3_J44830_77	1
Phatr3_J44830	Phatr3_J44830_452	1
Phatr3_J44830	Phatr3_J44830_160	1
Phatr3_J46819	Phatr3_J46819_113	1
Phatr3_J46819	Phatr3_J46819_225	1
Phatr3_J46819	Phatr3_J46819_247	1
Phatr3_J46819	Phatr3_J46819_101	1
Phatr3_J46819	Phatr3_J46819_332	1
Phatr3_J46819	Phatr3_J46819_339	1
Phatr3_J46819	Phatr3_J46819_179	1
Phatr3_J21006	Phatr3_J21006_686	1
Phatr3_J21006	Phatr3_J21006_149	1
Phatr3_J21006	Phatr3_J21006_206	1
Phatr3_J21006	Phatr3_J21006_79	1
Phatr3_J21006	Phatr3_J21006_599	1
Phatr3_J21006	Phatr3_J21006_824	1
Phatr3_J21006	Phatr3_J21006_328	1
Phatr3_J42443	Phatr3_J42443_1237	1
Phatr3_J42443	Phatr3_J42443_280	1
Phatr3_J42443	Phatr3_J42443_598	1
Phatr3_J42443	Phatr3_J42443_370	1
Phatr3_J42443	Phatr3_J42443_1012	1
Phatr3_J42443	Phatr3_J42443_493	1
Phatr3_J42443	Phatr3_J42443_1158	1
safe_bd_27x34_22685_23146	safe_bd_27x34_22685_23146_208	1
safe_bd_27x34_22685_23146	safe_bd_27x34_22685_23146_337	1
safe_bd_27x34_22685_23146	safe_bd_27x34_22685_23146_418	1
safe_bd_27x34_22685_23146	safe_bd_27x34_22685_23146_374	1
safe_bd_27x34_22685_23146	safe_bd_27x34_22685_23146_371	1
safe_bd_27x34_22685_23146	safe_bd_27x34_22685_23146_154	1
safe_bd_27x34_22685_23146	safe_bd_27x34_22685_23146_139	1
safe_bd_27x34_22685_23146	safe_bd_27x34_22685_23146_296	1
safe_bd_27x34_22685_23146	safe_bd_27x34_22685_23146_394	1
Phatr3_J45223	Phatr3_J45223_551	1
Phatr3_J45223	Phatr3_J45223_501	1
Phatr3_J45223	Phatr3_J45223_222	1
Phatr3_J45223	Phatr3_J45223_663	1
Phatr3_J45223	Phatr3_J45223_165	1
Phatr3_J45223	Phatr3_J45223_275	1
Phatr3_J45223	Phatr3_J45223_103	1
safe_7_727637_728349	safe_7_727637_728349_567	1
safe_7_727637_728349	safe_7_727637_728349_355	1
safe_7_727637_728349	safe_7_727637_728349_634	1
safe_7_727637_728349	safe_7_727637_728349_263	1
safe_7_727637_728349	safe_7_727637_728349_332	1
safe_7_727637_728349	safe_7_727637_728349_465	1
safe_7_727637_728349	safe_7_727637_728349_647	1
safe_7_727637_728349	safe_7_727637_728349_602	1
safe_7_727637_728349	safe_7_727637_728349_363	1
safe_7_727637_728349	safe_7_727637_728349_580	1
Phatr3_J43140	Phatr3_J43140_235	1
Phatr3_J43140	Phatr3_J43140_400	1
Phatr3_J43140	Phatr3_J43140_194	1
Phatr3_J43140	Phatr3_J43140_66	1
Phatr3_J43140	Phatr3_J43140_461	1
Phatr3_J43140	Phatr3_J43140_323	1
Phatr3_J43140	Phatr3_J43140_379	1
Phatr3_J50315	Phatr3_J50315_665	1
Phatr3_J50315	Phatr3_J50315_1028	1
Phatr3_J50315	Phatr3_J50315_161	1
Phatr3_J50315	Phatr3_J50315_379	1
Phatr3_J50315	Phatr3_J50315_413	1
Phatr3_J50315	Phatr3_J50315_737	1
Phatr3_J50315	Phatr3_J50315_999	1
Phatr3_J14536	Phatr3_J14536_80	1
Phatr3_J14536	Phatr3_J14536_124	1
Phatr3_J14536	Phatr3_J14536_304	1
Phatr3_J14536	Phatr3_J14536_431	1
Phatr3_J14536	Phatr3_J14536_386	1
Phatr3_J14536	Phatr3_J14536_225	1
Phatr3_J14536	Phatr3_J14536_172	1
Phatr3_J50359	Phatr3_J50359_408	1
Phatr3_J50359	Phatr3_J50359_589	1
Phatr3_J50359	Phatr3_J50359_362	1
Phatr3_J50359	Phatr3_J50359_959	1
Phatr3_J50359	Phatr3_J50359_223	1
Phatr3_J50359	Phatr3_J50359_105	1
Phatr3_J50359	Phatr3_J50359_146	1
Phatr3_J44092	Phatr3_J44092_332	1
Phatr3_J44092	Phatr3_J44092_299	1
Phatr3_J44092	Phatr3_J44092_477	1
Phatr3_J44092	Phatr3_J44092_253	1
Phatr3_J44092	Phatr3_J44092_420	1
Phatr3_J44092	Phatr3_J44092_608	1
Phatr3_J44092	Phatr3_J44092_368	1
safe_32_66351_66558	safe_32_66351_66558_32	1
safe_32_66351_66558	safe_32_66351_66558_164	1
Phatr3_J48834	Phatr3_J48834_77	1
Phatr3_J48834	Phatr3_J48834_626	1
Phatr3_J48834	Phatr3_J48834_194	1
Phatr3_J48834	Phatr3_J48834_257	1
Phatr3_J48834	Phatr3_J48834_699	1
Phatr3_J48834	Phatr3_J48834_435	1
Phatr3_J48834	Phatr3_J48834_205	1
Phatr3_J54048	Phatr3_J54048_577	1
Phatr3_J54048	Phatr3_J54048_628	1
Phatr3_J54048	Phatr3_J54048_431	1
Phatr3_J54048	Phatr3_J54048_384	1
Phatr3_J54048	Phatr3_J54048_686	1
Phatr3_J54048	Phatr3_J54048_916	1
Phatr3_J54048	Phatr3_J54048_1113	1
Phatr3_J46764	Phatr3_J46764_398	1
Phatr3_J46764	Phatr3_J46764_68	1
Phatr3_J46764	Phatr3_J46764_1002	1
Phatr3_J46764	Phatr3_J46764_874	1
Phatr3_J46764	Phatr3_J46764_299	1
Phatr3_J46764	Phatr3_J46764_357	1
Phatr3_J46764	Phatr3_J46764_1078	1
Phatr3_Jdraft1680	Phatr3_Jdraft1680_105	1
Phatr3_Jdraft1680	Phatr3_Jdraft1680_274	1
Phatr3_Jdraft1680	Phatr3_Jdraft1680_355	1
Phatr3_Jdraft1680	Phatr3_Jdraft1680_324	1
Phatr3_Jdraft1680	Phatr3_Jdraft1680_240	1
Phatr3_Jdraft1680	Phatr3_Jdraft1680_1021	1
Phatr3_Jdraft1680	Phatr3_Jdraft1680_171	1
Phatr3_J45096	Phatr3_J45096_307	1
Phatr3_J45096	Phatr3_J45096_504	1
Phatr3_J45096	Phatr3_J45096_925	1
Phatr3_J45096	Phatr3_J45096_1425	1
Phatr3_J45096	Phatr3_J45096_329	1
Phatr3_J45096	Phatr3_J45096_153	1
Phatr3_J45096	Phatr3_J45096_585	1
Phatr3_J39403	Phatr3_J39403_441	1
Phatr3_J39403	Phatr3_J39403_400	1
Phatr3_J39403	Phatr3_J39403_211	1
Phatr3_J39403	Phatr3_J39403_96	1
Phatr3_J39403	Phatr3_J39403_144	1
Phatr3_J39403	Phatr3_J39403_214	1
Phatr3_J39403	Phatr3_J39403_367	1
safe_20_665475_665613	safe_20_665475_665613_37	1
safe_20_665475_665613	safe_20_665475_665613_61	1
safe_20_665475_665613	safe_20_665475_665613_90	1
safe_12_651857_651938	safe_12_651857_651938_22	1
Phatr3_J45496	Phatr3_J45496_823	1
Phatr3_J45496	Phatr3_J45496_535	1
Phatr3_J45496	Phatr3_J45496_152	1
Phatr3_J45496	Phatr3_J45496_554	1
Phatr3_J45496	Phatr3_J45496_395	1
Phatr3_J45496	Phatr3_J45496_281	1
Phatr3_J45496	Phatr3_J45496_175	1
safe_3_261018_262054	safe_3_261018_262054_481	1
safe_3_261018_262054	safe_3_261018_262054_240	1
safe_3_261018_262054	safe_3_261018_262054_295	1
safe_3_261018_262054	safe_3_261018_262054_682	1
safe_3_261018_262054	safe_3_261018_262054_491	1
safe_3_261018_262054	safe_3_261018_262054_843	1
safe_3_261018_262054	safe_3_261018_262054_596	1
safe_3_261018_262054	safe_3_261018_262054_332	1
safe_3_261018_262054	safe_3_261018_262054_872	1
safe_3_261018_262054	safe_3_261018_262054_365	1
safe_3_261018_262054	safe_3_261018_262054_521	1
Phatr3_J50045	Phatr3_J50045_222	1
Phatr3_J50045	Phatr3_J50045_289	1
