Gene	sgRNA	eff
Phatr3_J13243	Phatr3_J13243_1734	1
Phatr3_J13243	Phatr3_J13243_1667	1
Phatr3_J13243	Phatr3_J13243_2189	1
Phatr3_J13243	Phatr3_J13243_1131	1
Phatr3_J13243	Phatr3_J13243_1506	1
Phatr3_J13243	Phatr3_J13243_1440	1
Phatr3_J13243	Phatr3_J13243_2118	1
Phatr3_J13243	Phatr3_J13243_1623	1
Phatr3_J13243	Phatr3_J13243_1809	1
Phatr3_J13243	Phatr3_J13243_1901	1
Phatr3_J13243	Phatr3_J13243_1747	1
Phatr3_J13243	Phatr3_J13243_2315	1
Phatr3_J13243	Phatr3_J13243_1941	1
Phatr3_J13243	Phatr3_J13243_2420	1
Phatr3_J13243	Phatr3_J13243_1984	1
Phatr3_J13243	Phatr3_J13243_1254	1
Phatr3_J13243	Phatr3_J13243_1749	1
Phatr3_J13243	Phatr3_J13243_1811	1
Phatr3_J13243	Phatr3_J13243_1792	1
Phatr3_J13243	Phatr3_J13243_1427	1
Phatr3_J13243	Phatr3_J13243_1215	1
Phatr3_J13243	Phatr3_J13243_1395	1
Phatr3_J13243	Phatr3_J13243_1968	1
Phatr3_J13243	Phatr3_J13243_1685	1
Phatr3_J13243	Phatr3_J13243_906	1
Phatr3_J13243	Phatr3_J13243_2496	1
Phatr3_J13243	Phatr3_J13243_1825	1
Phatr3_J13243	Phatr3_J13243_3120	1
Phatr3_J13243	Phatr3_J13243_1526	1
Phatr3_J13243	Phatr3_J13243_2346	1
Phatr3_J13243	Phatr3_J13243_2933	1
Phatr3_J13243	Phatr3_J13243_1230	1
Phatr3_J13243	Phatr3_J13243_1389	1
Phatr3_J13243	Phatr3_J13243_1834	1
Phatr3_J13243	Phatr3_J13243_3318	1
Phatr3_J13243	Phatr3_J13243_2643	1
Phatr3_J13243	Phatr3_J13243_2595	1
Phatr3_J13243	Phatr3_J13243_1515	1
Phatr3_J13243	Phatr3_J13243_1791	1
Phatr3_J13243	Phatr3_J13243_969	1
Phatr3_J13243	Phatr3_J13243_2512	1
Phatr3_J13243	Phatr3_J13243_1308	1
Phatr3_J13243	Phatr3_J13243_2614	1
Phatr3_J13243	Phatr3_J13243_1689	1
Phatr3_J13243	Phatr3_J13243_907	1
Phatr3_J13243	Phatr3_J13243_3226	1
Phatr3_J13243	Phatr3_J13243_3189	1
Phatr3_J13243	Phatr3_J13243_2954	1
Phatr3_J13243	Phatr3_J13243_1516	1
Phatr3_J13243	Phatr3_J13243_2016	1
Phatr3_J13243	Phatr3_J13243_2778	1
Phatr3_J13243	Phatr3_J13243_2249	1
Phatr3_J13243	Phatr3_J13243_1902	1
Phatr3_J13243	Phatr3_J13243_1493	1
Phatr3_J13243	Phatr3_J13243_1045	1
Phatr3_J13243	Phatr3_J13243_1291	1
Phatr3_J13243	Phatr3_J13243_1466	1
Phatr3_J13243	Phatr3_J13243_2393	1
Phatr3_J13243	Phatr3_J13243_1374	1
Phatr3_J13243	Phatr3_J13243_2180	1
Phatr3_J13243	Phatr3_J13243_2796	1
Phatr3_J13243	Phatr3_J13243_2470	1
Phatr3_J13243	Phatr3_J13243_2250	1
Phatr3_J13243	Phatr3_J13243_2306	1
Phatr3_J13243	Phatr3_J13243_1551	1
Phatr3_J13243	Phatr3_J13243_1192	1
Phatr3_J13243	Phatr3_J13243_2434	1
Phatr3_J13243	Phatr3_J13243_2379	1
Phatr3_J13243	Phatr3_J13243_2070	1
Phatr3_J13243	Phatr3_J13243_1492	1
Phatr3_J13243	Phatr3_J13243_2338	1
Phatr3_J13243	Phatr3_J13243_1647	1
Phatr3_J13243	Phatr3_J13243_3289	1
Phatr3_J13243	Phatr3_J13243_1226	1
Phatr3_J13243	Phatr3_J13243_940	1
Phatr3_J13243	Phatr3_J13243_3180	1
Phatr3_J13243	Phatr3_J13243_1962	1
Phatr3_J13243	Phatr3_J13243_1723	1
Phatr3_J13243	Phatr3_J13243_2489	1
Phatr3_J13243	Phatr3_J13243_3208	1
Phatr3_J13243	Phatr3_J13243_2646	1
Phatr3_J13243	Phatr3_J13243_1698	1
Phatr3_J13243	Phatr3_J13243_2484	1
Phatr3_J13243	Phatr3_J13243_1990	1
Phatr3_J13243	Phatr3_J13243_1097	1
Phatr3_J13243	Phatr3_J13243_1916	1
Phatr3_J13243	Phatr3_J13243_2565	1
Phatr3_J13243	Phatr3_J13243_3134	1
Phatr3_J13243	Phatr3_J13243_3324	1
Phatr3_J13243	Phatr3_J13243_991	1
Phatr3_J13243	Phatr3_J13243_765	1
Phatr3_J13243	Phatr3_J13243_1824	1
Phatr3_J13243	Phatr3_J13243_1444	1
Phatr3_J13243	Phatr3_J13243_1866	1
Phatr3_J13243	Phatr3_J13243_2463	1
Phatr3_J13243	Phatr3_J13243_1463	1
Phatr3_J13243	Phatr3_J13243_1970	1
Phatr3_J13243	Phatr3_J13243_1889	1
Phatr3_J13243	Phatr3_J13243_1320	1
Phatr3_J13243	Phatr3_J13243_1502	1
Phatr3_J13243	Phatr3_J13243_2220	1
Phatr3_J13243	Phatr3_J13243_983	1
Phatr3_J13243	Phatr3_J13243_1954	1
Phatr3_J13243	Phatr3_J13243_2172	1
Phatr3_J13243	Phatr3_J13243_3135	1
Phatr3_J13243	Phatr3_J13243_1719	1
Phatr3_J13243	Phatr3_J13243_1818	1
Phatr3_J13243	Phatr3_J13243_2515	1
Phatr3_J13243	Phatr3_J13243_3187	1
Phatr3_J13243	Phatr3_J13243_1113	1
Phatr3_J13243	Phatr3_J13243_2478	1
Phatr3_J13243	Phatr3_J13243_978	1
Phatr3_J13243	Phatr3_J13243_1505	1
Phatr3_J13243	Phatr3_J13243_1118	1
Phatr3_J13243	Phatr3_J13243_1584	1
Phatr3_J13243	Phatr3_J13243_2433	1
Phatr3_J13243	Phatr3_J13243_1231	1
Phatr3_J13243	Phatr3_J13243_1704	1
Phatr3_J13243	Phatr3_J13243_2613	1
Phatr3_J13243	Phatr3_J13243_2946	1
Phatr3_J13243	Phatr3_J13243_2958	1
Phatr3_J13243	Phatr3_J13243_2628	1
Phatr3_J13243	Phatr3_J13243_1629	1
Phatr3_J13243	Phatr3_J13243_1356	1
Phatr3_J13243	Phatr3_J13243_901	1
Phatr3_J13243	Phatr3_J13243_960	1
Phatr3_J13243	Phatr3_J13243_1311	1
Phatr3_J13243	Phatr3_J13243_2491	1
Phatr3_J13243	Phatr3_J13243_939	1
Phatr3_J13243	Phatr3_J13243_1368	1
Phatr3_J13243	Phatr3_J13243_1969	1
Phatr3_J13243	Phatr3_J13243_2398	1
Phatr3_J13243	Phatr3_J13243_1668	1
Phatr3_J13243	Phatr3_J13243_3060	1
Phatr3_J13243	Phatr3_J13243_1632	1
Phatr3_J13243	Phatr3_J13243_1434	1
Phatr3_J13243	Phatr3_J13243_1784	1
Phatr3_J13243	Phatr3_J13243_1467	1
Phatr3_J13243	Phatr3_J13243_2314	1
Phatr3_J13243	Phatr3_J13243_1292	1
Phatr3_J13243	Phatr3_J13243_1967	1
Phatr3_J13243	Phatr3_J13243_2130	1
Phatr3_J13243	Phatr3_J13243_2396	1
Phatr3_J13243	Phatr3_J13243_1593	1
Phatr3_J13243	Phatr3_J13243_1624	1
Phatr3_J13243	Phatr3_J13243_1236	1
Phatr3_J13243	Phatr3_J13243_1441	1
Phatr3_J13243	Phatr3_J13243_2784	1
Phatr3_J13243	Phatr3_J13243_1848	1
Phatr3_J13243	Phatr3_J13243_2230	1
Phatr3_J13243	Phatr3_J13243_2419	1
Phatr3_J13243	Phatr3_J13243_1125	1
Phatr3_J13243	Phatr3_J13243_1408	1
Phatr3_J13243	Phatr3_J13243_1953	1
Phatr3_J13243	Phatr3_J13243_3144	1
Phatr3_J13243	Phatr3_J13243_984	1
Phatr3_J13243	Phatr3_J13243_2488	1
Phatr3_J13243	Phatr3_J13243_2857	1
Phatr3_J13243	Phatr3_J13243_2830	1
Phatr3_J13243	Phatr3_J13243_1439	1
Phatr3_J13243	Phatr3_J13243_3129	1
Phatr3_J13243	Phatr3_J13243_2499	1
Phatr3_J13243	Phatr3_J13243_2979	1
Phatr3_J13243	Phatr3_J13243_1253	1
Phatr3_J13243	Phatr3_J13243_2065	1
Phatr3_J13243	Phatr3_J13243_734	1
Phatr3_J13243	Phatr3_J13243_2908	1
Phatr3_J13243	Phatr3_J13243_1449	1
Phatr3_J13243	Phatr3_J13243_1352	1
Phatr3_J13243	Phatr3_J13243_2666	1
Phatr3_J13243	Phatr3_J13243_2179	1
Phatr3_J13243	Phatr3_J13243_1168	1
Phatr3_J13243	Phatr3_J13243_2675	1
Phatr3_J13243	Phatr3_J13243_1367	1
Phatr3_J13243	Phatr3_J13243_2466	1
Phatr3_J13243	Phatr3_J13243_1890	1
Phatr3_J13243	Phatr3_J13243_2442	1
Phatr3_J13243	Phatr3_J13243_2655	1
Phatr3_J13243	Phatr3_J13243_2275	1
Phatr3_J13243	Phatr3_J13243_2674	1
Phatr3_J13243	Phatr3_J13243_2299	1
Phatr3_J13243	Phatr3_J13243_1258	1
Phatr3_J13243	Phatr3_J13243_2985	1
Phatr3_J13243	Phatr3_J13243_1194	1
Phatr3_J13243	Phatr3_J13243_3375	1
Phatr3_J13243	Phatr3_J13243_2294	1
Phatr3_J13243	Phatr3_J13243_735	1
Phatr3_J13243	Phatr3_J13243_1221	1
Phatr3_J13243	Phatr3_J13243_2285	1
Phatr3_J13243	Phatr3_J13243_3100	1
Phatr3_J13243	Phatr3_J13243_2691	1
Phatr3_J13243	Phatr3_J13243_1609	1
Phatr3_J13243	Phatr3_J13243_2347	1
Phatr3_J13243	Phatr3_J13243_3195	1
Phatr3_J13243	Phatr3_J13243_2790	1
Phatr3_J13243	Phatr3_J13243_2874	1
Phatr3_J13243	Phatr3_J13243_1548	1
Phatr3_J13243	Phatr3_J13243_3138	1
Phatr3_J13243	Phatr3_J13243_3321	1
Phatr3_J13243	Phatr3_J13243_2058	1
Phatr3_J13243	Phatr3_J13243_2413	1
Phatr3_J13243	Phatr3_J13243_1132	1
Phatr3_J13243	Phatr3_J13243_968	1
Phatr3_J13243	Phatr3_J13243_2445	1
Phatr3_J13243	Phatr3_J13243_1565	1
Phatr3_J13243	Phatr3_J13243_3016	1
Phatr3_J13243	Phatr3_J13243_1028	1
Phatr3_J13243	Phatr3_J13243_2181	1
Phatr3_J13243	Phatr3_J13243_1686	1
Phatr3_J13243	Phatr3_J13243_1014	1
Phatr3_J13243	Phatr3_J13243_1269	1
Phatr3_J13243	Phatr3_J13243_3166	1
Phatr3_J13243	Phatr3_J13243_1576	1
Phatr3_J13243	Phatr3_J13243_1414	1
Phatr3_J13243	Phatr3_J13243_1051	1
Phatr3_J13243	Phatr3_J13243_2055	1
Phatr3_J13243	Phatr3_J13243_1666	1
Phatr3_J13243	Phatr3_J13243_2926	1
Phatr3_J13243	Phatr3_J13243_1831	1
Phatr3_J13243	Phatr3_J13243_726	1
Phatr3_J13243	Phatr3_J13243_1564	1
Phatr3_J13243	Phatr3_J13243_1557	1
Phatr3_J13243	Phatr3_J13243_1089	1
Phatr3_J13243	Phatr3_J13243_1328	1
Phatr3_J13243	Phatr3_J13243_2818	1
Phatr3_J13243	Phatr3_J13243_1597	1
Phatr3_J13243	Phatr3_J13243_996	1
Phatr3_J13243	Phatr3_J13243_2023	1
Phatr3_J13243	Phatr3_J13243_1790	1
Phatr3_J13243	Phatr3_J13243_1938	1
Phatr3_J13243	Phatr3_J13243_2043	1
Phatr3_J13243	Phatr3_J13243_2332	1
Phatr3_J13243	Phatr3_J13243_3099	1
Phatr3_J13243	Phatr3_J13243_3051	1
Phatr3_J13243	Phatr3_J13243_1248	1
Phatr3_J13243	Phatr3_J13243_1530	1
Phatr3_J13243	Phatr3_J13243_2845	1
Phatr3_J13243	Phatr3_J13243_2040	1
Phatr3_J13243	Phatr3_J13243_3372	1
Phatr3_J13243	Phatr3_J13243_1025	1
Phatr3_J43428	Phatr3_J43428_290	1
Phatr3_J43428	Phatr3_J43428_421	1
Phatr3_J43428	Phatr3_J43428_429	1
Phatr3_J43428	Phatr3_J43428_377	1
Phatr3_J43428	Phatr3_J43428_103	1
Phatr3_J43428	Phatr3_J43428_315	1
Phatr3_J43428	Phatr3_J43428_122	1
Phatr3_EG01171	Phatr3_EG01171_185	1
Phatr3_EG01171	Phatr3_EG01171_59	1
Phatr3_EG01171	Phatr3_EG01171_117	1
Phatr3_EG01171	Phatr3_EG01171_161	1
Phatr3_EG01171	Phatr3_EG01171_247	1
Phatr3_EG01171	Phatr3_EG01171_86	1
Phatr3_EG01171	Phatr3_EG01171_300	1
Phatr3_J44571	Phatr3_J44571_880	1
Phatr3_J44571	Phatr3_J44571_126	1
Phatr3_J44571	Phatr3_J44571_238	1
Phatr3_J44571	Phatr3_J44571_536	1
Phatr3_J44571	Phatr3_J44571_1071	1
Phatr3_J44571	Phatr3_J44571_376	1
Phatr3_J44571	Phatr3_J44571_80	1
Phatr3_J36913	Phatr3_J36913_489	1
Phatr3_J36913	Phatr3_J36913_480	1
Phatr3_J36913	Phatr3_J36913_274	1
Phatr3_J36913	Phatr3_J36913_715	1
Phatr3_J36913	Phatr3_J36913_310	1
Phatr3_J36913	Phatr3_J36913_169	1
Phatr3_J36913	Phatr3_J36913_103	1
safe_24_421637_422133	safe_24_421637_422133_7	1
safe_24_421637_422133	safe_24_421637_422133_464	1
safe_24_421637_422133	safe_24_421637_422133_380	1
safe_24_421637_422133	safe_24_421637_422133_449	1
safe_24_421637_422133	safe_24_421637_422133_411	1
safe_24_421637_422133	safe_24_421637_422133_325	1
safe_24_421637_422133	safe_24_421637_422133_306	1
safe_24_421637_422133	safe_24_421637_422133_396	1
safe_24_421637_422133	safe_24_421637_422133_248	1
Phatr3_J45854	Phatr3_J45854_850	1
Phatr3_J45854	Phatr3_J45854_2364	1
Phatr3_J45854	Phatr3_J45854_1546	1
Phatr3_J45854	Phatr3_J45854_1324	1
Phatr3_J45854	Phatr3_J45854_2533	1
Phatr3_J45854	Phatr3_J45854_586	1
Phatr3_J45854	Phatr3_J45854_2151	1
Phatr3_J36446	Phatr3_J36446_154	1
Phatr3_J36446	Phatr3_J36446_244	1
Phatr3_J36446	Phatr3_J36446_157	1
Phatr3_J36446	Phatr3_J36446_324	1
Phatr3_J36446	Phatr3_J36446_391	1
Phatr3_J36446	Phatr3_J36446_213	1
Phatr3_J36446	Phatr3_J36446_64	1
Phatr3_J34899	Phatr3_J34899_49	1
Phatr3_J34899	Phatr3_J34899_1062	1
Phatr3_J34899	Phatr3_J34899_121	1
Phatr3_J34899	Phatr3_J34899_488	1
Phatr3_J34899	Phatr3_J34899_702	1
Phatr3_J34899	Phatr3_J34899_189	1
Phatr3_J34899	Phatr3_J34899_289	1
Phatr3_EG01822	Phatr3_EG01822_764	1
Phatr3_EG01822	Phatr3_EG01822_186	1
Phatr3_EG01822	Phatr3_EG01822_641	1
Phatr3_EG01822	Phatr3_EG01822_356	1
Phatr3_EG01822	Phatr3_EG01822_386	1
Phatr3_EG01822	Phatr3_EG01822_431	1
Phatr3_EG01822	Phatr3_EG01822_1186	1
Phatr3_J50304	Phatr3_J50304_1494	1
Phatr3_J50304	Phatr3_J50304_1156	1
Phatr3_J50304	Phatr3_J50304_824	1
Phatr3_J50304	Phatr3_J50304_190	1
Phatr3_J50304	Phatr3_J50304_606	1
Phatr3_J50304	Phatr3_J50304_1841	1
Phatr3_J50304	Phatr3_J50304_884	1
Phatr3_J48056	Phatr3_J48056_586	1
Phatr3_J48056	Phatr3_J48056_327	1
Phatr3_J48056	Phatr3_J48056_537	1
Phatr3_J48056	Phatr3_J48056_202	1
Phatr3_J48056	Phatr3_J48056_510	1
Phatr3_J48056	Phatr3_J48056_675	1
Phatr3_J48056	Phatr3_J48056_263	1
Phatr3_J17115	Phatr3_J17115_296	1
Phatr3_J17115	Phatr3_J17115_341	1
Phatr3_J17115	Phatr3_J17115_232	1
Phatr3_J17115	Phatr3_J17115_917	1
Phatr3_J17115	Phatr3_J17115_592	1
Phatr3_J17115	Phatr3_J17115_524	1
Phatr3_J17115	Phatr3_J17115_696	1
Phatr3_J22677	Phatr3_J22677_328	1
Phatr3_J22677	Phatr3_J22677_284	1
Phatr3_J22677	Phatr3_J22677_108	1
Phatr3_J22677	Phatr3_J22677_170	1
Phatr3_J22677	Phatr3_J22677_409	1
Phatr3_J22677	Phatr3_J22677_238	1
Phatr3_J22677	Phatr3_J22677_497	1
Phatr3_EG02422	Phatr3_EG02422_329	1
Phatr3_EG02422	Phatr3_EG02422_1468	1
Phatr3_EG02422	Phatr3_EG02422_701	1
Phatr3_EG02422	Phatr3_EG02422_221	1
Phatr3_EG02422	Phatr3_EG02422_257	1
Phatr3_EG02422	Phatr3_EG02422_154	1
Phatr3_EG02422	Phatr3_EG02422_1424	1
Phatr3_J32255	Phatr3_J32255_169	1
Phatr3_J32255	Phatr3_J32255_413	1
Phatr3_J32255	Phatr3_J32255_493	1
Phatr3_J32255	Phatr3_J32255_125	1
Phatr3_J32255	Phatr3_J32255_214	1
Phatr3_J32255	Phatr3_J32255_580	1
Phatr3_J32255	Phatr3_J32255_367	1
Phatr3_J46310	Phatr3_J46310_719	1
Phatr3_J46310	Phatr3_J46310_78	1
Phatr3_J46310	Phatr3_J46310_1123	1
Phatr3_J46310	Phatr3_J46310_1312	1
Phatr3_J46310	Phatr3_J46310_1164	1
Phatr3_J46310	Phatr3_J46310_490	1
Phatr3_J46310	Phatr3_J46310_649	1
Phatr3_J36568	Phatr3_J36568_122	1
Phatr3_J36568	Phatr3_J36568_191	1
Phatr3_J36568	Phatr3_J36568_273	1
Phatr3_J36568	Phatr3_J36568_68	1
Phatr3_J36568	Phatr3_J36568_221	1
Phatr3_J36568	Phatr3_J36568_71	1
Phatr3_J36568	Phatr3_J36568_172	1
Phatr3_J49656	Phatr3_J49656_501	1
Phatr3_J49656	Phatr3_J49656_468	1
Phatr3_J49656	Phatr3_J49656_139	1
Phatr3_J49656	Phatr3_J49656_422	1
Phatr3_J49656	Phatr3_J49656_620	1
Phatr3_J49656	Phatr3_J49656_300	1
Phatr3_J49656	Phatr3_J49656_547	1
Phatr3_J44652	Phatr3_J44652_626	1
Phatr3_J44652	Phatr3_J44652_497	1
Phatr3_J44652	Phatr3_J44652_596	1
Phatr3_J44652	Phatr3_J44652_716	1
Phatr3_J44652	Phatr3_J44652_239	1
Phatr3_J44652	Phatr3_J44652_465	1
Phatr3_J44652	Phatr3_J44652_59	1
Phatr3_J11248	Phatr3_J11248_497	1
Phatr3_J11248	Phatr3_J11248_458	1
Phatr3_J11248	Phatr3_J11248_273	1
Phatr3_J11248	Phatr3_J11248_64	1
Phatr3_J11248	Phatr3_J11248_425	1
Phatr3_J11248	Phatr3_J11248_379	1
Phatr3_J11248	Phatr3_J11248_286	1
Phatr3_EG01389	Phatr3_EG01389_112	1
Phatr3_EG01389	Phatr3_EG01389_233	1
Phatr3_EG01389	Phatr3_EG01389_49	1
Phatr3_EG01389	Phatr3_EG01389_170	1
Phatr3_EG01389	Phatr3_EG01389_253	1
Phatr3_EG01389	Phatr3_EG01389_133	1
Phatr3_EG01389	Phatr3_EG01389_88	1
Phatr3_J45070	Phatr3_J45070_558	1
Phatr3_J45070	Phatr3_J45070_225	1
Phatr3_J45070	Phatr3_J45070_921	1
Phatr3_J45070	Phatr3_J45070_286	1
Phatr3_J45070	Phatr3_J45070_471	1
Phatr3_J45070	Phatr3_J45070_448	1
Phatr3_J45070	Phatr3_J45070_117	1
Phatr3_J32459	Phatr3_J32459_1313	1
Phatr3_J32459	Phatr3_J32459_581	1
Phatr3_J32459	Phatr3_J32459_1605	1
Phatr3_J32459	Phatr3_J32459_661	1
Phatr3_J32459	Phatr3_J32459_605	1
Phatr3_J32459	Phatr3_J32459_893	1
Phatr3_J32459	Phatr3_J32459_844	1
Phatr3_J45855	Phatr3_J45855_331	1
Phatr3_J45855	Phatr3_J45855_960	1
Phatr3_J45855	Phatr3_J45855_456	1
Phatr3_J45855	Phatr3_J45855_758	1
Phatr3_J45855	Phatr3_J45855_936	1
Phatr3_J45855	Phatr3_J45855_165	1
Phatr3_J45855	Phatr3_J45855_703	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1152	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_932	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1474	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1350	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1584	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_710	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_491	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_966	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1003	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1405	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_857	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_800	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_695	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1176	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_223	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1086	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1129	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1423	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1216	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_771	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_517	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1262	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1539	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1256	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_175	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_2592	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_2143	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_316	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1296	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1483	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_549	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1549	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_434	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1241	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1162	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_196	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_784	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_212	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_660	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_897	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_1594	1
safe_bd_9x21_6578_9249	safe_bd_9x21_6578_9249_91	1
Phatr3_EG02406	Phatr3_EG02406_418	1
Phatr3_EG02406	Phatr3_EG02406_1614	1
Phatr3_EG02406	Phatr3_EG02406_2012	1
Phatr3_EG02406	Phatr3_EG02406_244	1
Phatr3_EG02406	Phatr3_EG02406_842	1
Phatr3_EG02406	Phatr3_EG02406_2277	1
Phatr3_EG02406	Phatr3_EG02406_1680	1
Phatr3_J44959	Phatr3_J44959_139	1
Phatr3_J44959	Phatr3_J44959_334	1
Phatr3_J44959	Phatr3_J44959_277	1
Phatr3_J44959	Phatr3_J44959_229	1
Phatr3_J44959	Phatr3_J44959_163	1
Phatr3_J44959	Phatr3_J44959_439	1
Phatr3_J44959	Phatr3_J44959_196	1
Phatr3_J35877	Phatr3_J35877_418	1
Phatr3_J35877	Phatr3_J35877_394	1
Phatr3_J35877	Phatr3_J35877_196	1
Phatr3_J35877	Phatr3_J35877_99	1
Phatr3_J35877	Phatr3_J35877_478	1
Phatr3_J35877	Phatr3_J35877_154	1
Phatr3_J35877	Phatr3_J35877_497	1
Phatr3_J43656	Phatr3_J43656_415	1
Phatr3_J43656	Phatr3_J43656_336	1
Phatr3_J43656	Phatr3_J43656_110	1
Phatr3_J43656	Phatr3_J43656_692	1
Phatr3_J43656	Phatr3_J43656_220	1
Phatr3_J43656	Phatr3_J43656_178	1
Phatr3_J43656	Phatr3_J43656_379	1
Phatr3_J39217	Phatr3_J39217_244	1
Phatr3_J39217	Phatr3_J39217_421	1
Phatr3_J39217	Phatr3_J39217_110	1
Phatr3_J39217	Phatr3_J39217_373	1
Phatr3_J39217	Phatr3_J39217_106	1
Phatr3_J39217	Phatr3_J39217_155	1
Phatr3_J39217	Phatr3_J39217_265	1
Phatr3_J49480	Phatr3_J49480_66	1
Phatr3_J49480	Phatr3_J49480_894	1
Phatr3_J49480	Phatr3_J49480_412	1
Phatr3_J49480	Phatr3_J49480_442	1
Phatr3_J49480	Phatr3_J49480_520	1
Phatr3_J49480	Phatr3_J49480_240	1
Phatr3_J49480	Phatr3_J49480_490	1
Phatr3_J43697	Phatr3_J43697_121	1
Phatr3_J43697	Phatr3_J43697_297	1
Phatr3_J43697	Phatr3_J43697_509	1
Phatr3_J43697	Phatr3_J43697_797	1
Phatr3_J43697	Phatr3_J43697_261	1
Phatr3_J43697	Phatr3_J43697_174	1
Phatr3_J43697	Phatr3_J43697_58	1
Phatr3_J5902	Phatr3_J5902_403	1
Phatr3_J5902	Phatr3_J5902_409	1
Phatr3_J5902	Phatr3_J5902_445	1
Phatr3_J5902	Phatr3_J5902_304	1
Phatr3_J5902	Phatr3_J5902_203	1
Phatr3_J5902	Phatr3_J5902_243	1
Phatr3_J5902	Phatr3_J5902_362	1
Phatr3_J9855	Phatr3_J9855_480	1
Phatr3_J9855	Phatr3_J9855_689	1
Phatr3_J9855	Phatr3_J9855_403	1
Phatr3_J9855	Phatr3_J9855_407	1
Phatr3_J9855	Phatr3_J9855_241	1
Phatr3_J9855	Phatr3_J9855_435	1
Phatr3_J9855	Phatr3_J9855_588	1
Phatr3_Jdraft1647	Phatr3_Jdraft1647_108	1
Phatr3_Jdraft1647	Phatr3_Jdraft1647_229	1
Phatr3_Jdraft1647	Phatr3_Jdraft1647_150	1
Phatr3_Jdraft1647	Phatr3_Jdraft1647_700	1
Phatr3_Jdraft1647	Phatr3_Jdraft1647_642	1
Phatr3_Jdraft1647	Phatr3_Jdraft1647_427	1
Phatr3_Jdraft1647	Phatr3_Jdraft1647_532	1
Phatr3_J43359	Phatr3_J43359_529	1
Phatr3_J43359	Phatr3_J43359_589	1
Phatr3_J43359	Phatr3_J43359_937	1
Phatr3_J43359	Phatr3_J43359_629	1
Phatr3_J43359	Phatr3_J43359_444	1
Phatr3_J43359	Phatr3_J43359_788	1
Phatr3_J43359	Phatr3_J43359_847	1
Phatr3_J47706	Phatr3_J47706_301	1
Phatr3_J47706	Phatr3_J47706_175	1
Phatr3_J47706	Phatr3_J47706_88	1
Phatr3_J47706	Phatr3_J47706_224	1
Phatr3_J47706	Phatr3_J47706_111	1
Phatr3_J47706	Phatr3_J47706_448	1
Phatr3_J47706	Phatr3_J47706_533	1
Phatr3_EG00792	Phatr3_EG00792_205	1
Phatr3_EG00792	Phatr3_EG00792_251	1
Phatr3_EG00792	Phatr3_EG00792_287	1
Phatr3_EG00792	Phatr3_EG00792_143	1
Phatr3_EG00792	Phatr3_EG00792_412	1
Phatr3_EG00792	Phatr3_EG00792_68	1
Phatr3_EG00792	Phatr3_EG00792_265	1
Phatr3_J48497	Phatr3_J48497_442	1
