Gene_ID,Comparison,Delta_Beta,FDR,Significance_Tier
Phatr3_EG01227,t1_Fe_deplete_vs_t1_Mn_deplete,-1.746195,0.0003655202336018,Tier 1 (Hard)
Phatr3_J47667,t1_Fe_deplete_vs_t1_Mn_deplete,-1.746158,0.0003655202336018,Tier 1 (Hard)
Phatr3_J43023,t1_Fe_deplete_vs_t1_Mn_deplete,-1.7444341999999995,0.0003708249088989,Tier 1 (Hard)
Phatr3_EG02470,t1_Fe_deplete_vs_t1_Mn_deplete,-1.7441153333333337,0.0003708249088989,Tier 1 (Hard)
Phatr3_J42322,t1_Fe_deplete_vs_t1_Mn_deplete,-1.7413133333333335,0.0003808110480378,Tier 1 (Hard)
Phatr3_J36995,t1_Fe_deplete_vs_t1_Mn_deplete,-1.7410833333333335,0.0003808110480378,Tier 1 (Hard)
Phatr3_J15917,t1_Fe_deplete_vs_t1_Mn_deplete,-1.7401523333333333,0.0003831671994981,Tier 1 (Hard)
Phatr3_J43665,t1_Fe_deplete_vs_t1_Mn_deplete,-1.7385633333333332,0.0003886520492426,Tier 1 (Hard)
Phatr3_EG01825,t1_Fe_deplete_vs_t1_Mn_deplete,-1.734816666666667,0.0004047123688914,Tier 1 (Hard)
Phatr3_J26346,t1_Fe_deplete_vs_t1_Mn_deplete,-1.7341523333333333,0.0004059148852581,Tier 1 (Hard)
Phatr3_J39419,t1_Fe_deplete_vs_t1_Mn_deplete,-1.729619,0.0004267203896572,Tier 1 (Hard)
Phatr3_J46293,t1_Fe_deplete_vs_t1_Mn_deplete,-1.7282800000000005,0.0004315172847413,Tier 1 (Hard)
Phatr3_J22666,t1_Fe_deplete_vs_t1_Mn_deplete,-1.7271595000000002,0.0004352203306193,Tier 1 (Hard)
Phatr3_EG02629,t1_Fe_deplete_vs_t1_Mn_deplete,-1.7197873666666663,0.0004734293482451,Tier 1 (Hard)
Phatr3_J44334,t1_Fe_deplete_vs_t1_Mn_deplete,-1.7159300000000002,0.0004935029291505,Tier 1 (Hard)
Phatr3_EG00805,t1_Fe_deplete_vs_t1_Mn_deplete,-1.71044,0.00052458174968,Tier 1 (Hard)
Phatr3_Jdraft1572,t1_Fe_deplete_vs_t1_Mn_deplete,-1.7001166666666667,0.0005907005662433,Tier 1 (Hard)
Phatr3_J46613,t1_Fe_deplete_vs_t1_Mn_deplete,-1.69438,0.0006294262501213,Tier 1 (Hard)
Phatr3_EG01614,t1_Fe_deplete_vs_t1_Mn_deplete,-1.692863333333333,0.0006348073083866,Tier 1 (Hard)
Phatr3_J15922,t1_Mn_deplete_vs_t1_Fe_deplete,-1.6926633333333334,0.0006348073083866,Tier 1 (Hard)
Phatr3_J47722,t1_Fe_deplete_vs_t1_Mn_deplete,-1.692438,0.0006348073083866,Tier 1 (Hard)
Phatr3_J54940,t1_Fe_deplete_vs_t1_Mn_deplete,-1.69111,0.0006418102355523,Tier 1 (Hard)
Phatr3_J49445,t1_Fe_deplete_vs_t1_Mn_deplete,-1.688246666666667,0.000660834931571,Tier 1 (Hard)
Phatr3_J47823,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6778893333333331,0.000743451423148,Tier 1 (Hard)
Phatr3_J38581,t1_Fe_deplete_vs_t1_Mn_deplete,-1.67606,0.0007536053938972,Tier 1 (Hard)
Phatr3_J50325,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6756366666666669,0.0007536053938972,Tier 1 (Hard)
Phatr3_J42996,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6755363333333333,0.0007536053938972,Tier 1 (Hard)
Phatr3_J47143,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6739340000000005,0.000759070555291,Tier 1 (Hard)
Phatr3_J38294,t1_Fe_deplete_vs_t1_Mn_deplete,-1.673796,0.000759070555291,Tier 1 (Hard)
Phatr3_EG02295,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6737356666666665,0.000759070555291,Tier 1 (Hard)
Phatr3_J15264,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6719099999999998,0.000771981888728,Tier 1 (Hard)
Phatr3_J49056,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6681033333333333,0.0008035931251861,Tier 1 (Hard)
Phatr3_J43788,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6604073333333331,0.0008730462398392,Tier 1 (Hard)
Phatr3_J19831,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6602463333333333,0.0008730462398392,Tier 1 (Hard)
Phatr3_J47095,t1_Fe_deplete_vs_t1_Mn_deplete,-1.659781,0.000873834763643,Tier 1 (Hard)
Phatr3_EG00833,t1_Fe_deplete_vs_t1_Mn_deplete,-1.657393333333333,0.0008944931536343,Tier 1 (Hard)
Phatr3_J48778,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6570079999999998,0.0008944946640775,Tier 1 (Hard)
Phatr3_J43771,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6543666666666663,0.0009183495606973,Tier 1 (Hard)
Phatr3_J54343,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6536607333333335,0.0009218164624374,Tier 1 (Hard)
Phatr3_J46677,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6532533333333332,0.0009221014887761,Tier 1 (Hard)
Phatr3_J51609,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6467600000000002,0.0009899994873581,Tier 1 (Hard)
Phatr3_J50164,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6425466666666666,0.0010328423827582,Tier 1 (Hard)
Phatr3_J44591,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6422466666666669,0.0010328423827582,Tier 1 (Hard)
Phatr3_J6282,t1_Fe_deplete_vs_t1_Mn_deplete,-1.64197,0.0010328423827582,Tier 1 (Hard)
Phatr3_J3262,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6407999999999998,0.0010407733759668,Tier 1 (Hard)
Phatr3_J36103,t1_Fe_deplete_vs_t1_Mn_deplete,-1.64056,0.0010407733759668,Tier 1 (Hard)
Phatr3_J46289,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6388370333333333,0.0010571460155669,Tier 1 (Hard)
Phatr3_J49302,t1_Fe_deplete_vs_t1_Mn_deplete,-1.63508,0.0010992616243163,Tier 1 (Hard)
Phatr3_Jdraft1499,t1_Fe_deplete_vs_t1_Mn_deplete,-1.63382,0.00111059048828,Tier 1 (Hard)
Phatr3_J22609,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6332133333333334,0.0011136376789091,Tier 1 (Hard)
Phatr3_J769,t1_Fe_deplete_vs_t1_Mn_deplete,-1.628990333333333,0.0011641247573549,Tier 1 (Hard)
Phatr3_EG00762,t1_Mn_deplete_vs_t1_Fe_deplete,-1.6249766666666667,0.0012138674170724,Tier 1 (Hard)
Phatr3_J22703,t1_Fe_deplete_vs_t1_Mn_deplete,-1.622253333333333,0.0012432610725162,Tier 1 (Hard)
Phatr3_J31874,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6221566666666665,0.0012432610725162,Tier 1 (Hard)
Phatr3_J49621,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6172433333333331,0.0013043915221759,Tier 1 (Hard)
Phatr3_EG01994,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6172300000000002,0.0013043915221759,Tier 1 (Hard)
Phatr3_J47285,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6158346666666668,0.0013198647843306,Tier 1 (Hard)
Phatr3_EG01277,t1_Fe_deplete_vs_t1_Mn_deplete,-1.613666666666666,0.001347333915963,Tier 1 (Hard)
Phatr3_J50542,t1_Fe_deplete_vs_t1_Mn_deplete,-1.61274,0.0013560666290902,Tier 1 (Hard)
Phatr3_J33839,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6112,0.0013744263686843,Tier 1 (Hard)
Phatr3_J44180,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6108093333333335,0.0013749564736644,Tier 1 (Hard)
Phatr3_J47936,t1_Fe_deplete_vs_t1_Mn_deplete,-1.610103333333333,0.0013804470205885,Tier 1 (Hard)
Phatr3_J9211,t1_Fe_deplete_vs_t1_Mn_deplete,-1.6049066666666665,0.0014584289949037,Tier 1 (Hard)
Phatr3_J16615,t1_Fe_deplete_vs_t1_Mn_deplete,-1.59902,0.001552629513366,Tier 1 (Hard)
Phatr3_J44051,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5966444666666666,0.0015884684943861,Tier 1 (Hard)
Phatr3_J40863,t1_Fe_deplete_vs_t1_Mn_deplete,-1.59472,0.0016168647431935,Tier 1 (Hard)
Phatr3_J45122,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5939556666666663,0.0016243997467587,Tier 1 (Hard)
Phatr3_J36403,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5931699999999998,0.0016323812211647,Tier 1 (Hard)
Phatr3_J49040,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5894766666666666,0.0016949321784036,Tier 1 (Hard)
Phatr3_J49320,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5842533333333333,0.0017901812841019,Tier 1 (Hard)
Phatr3_J49220,t1_Fe_deplete_vs_t1_Mn_deplete,-1.579952333333333,0.0018590579345444,Tier 1 (Hard)
Phatr3_EG00633,t1_Fe_deplete_vs_t1_Mn_deplete,-1.57993,0.0018590579345444,Tier 1 (Hard)
Phatr3_J50283,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5798366666666666,0.0018590579345444,Tier 1 (Hard)
Phatr3_J47622,t1_Fe_deplete_vs_t1_Mn_deplete,-1.57818,0.0018864845775559,Tier 1 (Hard)
Phatr3_J3171,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5723666666666667,0.002005012843569,Tier 1 (Hard)
Phatr3_J51952,t1_Fe_deplete_vs_t1_Mn_deplete,-1.571786666666667,0.0020102861101937,Tier 1 (Hard)
Phatr3_J45098,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5688533333333334,0.0020689861117728,Tier 1 (Hard)
Phatr3_J48046,t1_Fe_deplete_vs_t1_Mn_deplete,-1.567453333333333,0.0020934199421149,Tier 1 (Hard)
Phatr3_J48255,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5642266666666669,0.0021614430246371,Tier 1 (Hard)
Phatr3_J39266,t1_Fe_deplete_vs_t1_Mn_deplete,-1.562183333333333,0.0022025575587377,Tier 1 (Hard)
Phatr3_J35756,t1_Fe_deplete_vs_t1_Mn_deplete,-1.560363333333333,0.0022388957806884,Tier 1 (Hard)
Phatr3_J34647,t1_Fe_deplete_vs_t1_Mn_deplete,-1.55824,0.0022834472534777,Tier 1 (Hard)
Phatr3_J48970,t1_Fe_deplete_vs_t1_Mn_deplete,-1.555372,0.0023480355056742,Tier 1 (Hard)
Phatr3_EG00333,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5537493333333332,0.0023815072799268,Tier 1 (Hard)
Phatr3_J47215,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5521579999999997,0.002414616695253,Tier 1 (Hard)
Phatr3_J46399,t1_Fe_deplete_vs_t1_Mn_deplete,-1.55171,0.0024176165298523,Tier 1 (Hard)
Phatr3_EG02658,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5484666666666669,0.0024960959938041,Tier 1 (Hard)
Phatr3_J27125,t1_Fe_deplete_vs_t1_Mn_deplete,-1.546363333333333,0.0025450050171038,Tier 1 (Hard)
Phatr3_J43134,t1_Fe_deplete_vs_t1_Mn_deplete,-1.545043333333333,0.0025726788429095,Tier 1 (Hard)
Phatr3_J33658,t1_Fe_deplete_vs_t1_Mn_deplete,-1.53727,0.0027905366896965,Tier 1 (Hard)
Phatr3_EG02563,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5343616666666668,0.0028699329324697,Tier 1 (Hard)
Phatr3_J32507,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5273674999999998,0.0030852393866958,Tier 1 (Hard)
Phatr3_J13700,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5188133333333331,0.0033719684160833,Tier 1 (Hard)
Phatr3_EG00901,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5180523333333331,0.003387599344623,Tier 1 (Hard)
Phatr3_J44326,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5165133333333332,0.0034287801503019,Tier 1 (Hard)
Phatr3_J45569,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5162696666666666,0.0034287801503019,Tier 1 (Hard)
Phatr3_J33773,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5124333333333333,0.0035605526561756,Tier 1 (Hard)
Phatr3_J44803,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5072133333333335,0.0037522915862859,Tier 1 (Hard)
Phatr3_J37028,t1_Mn_deplete_vs_t1_Fe_deplete,-1.5054866666666666,0.0038088601371045,Tier 1 (Hard)
Phatr3_J34358,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5044633333333333,0.0038373027150607,Tier 1 (Hard)
Phatr3_J40930,t1_Fe_deplete_vs_t1_Mn_deplete,-1.5023666666666666,0.0039105490795359,Tier 1 (Hard)
Phatr3_EG01261,t1_Mn_deplete_vs_t1_Fe_replete,-2.8235,0.0103115576659304,Tier 2 (Lenient)
Phatr3_EG01234,t1_Mn_deplete_vs_t1_Fe_replete,-2.779303333333333,0.0119024531374054,Tier 2 (Lenient)
Phatr3_EG00900,t1_Mn_deplete_vs_t1_Fe_replete,-2.61625,0.0180993349560459,Tier 2 (Lenient)
Phatr3_EG00753,t1_Mn_deplete_vs_t1_Fe_replete,-2.54111,0.0243638794539173,Tier 2 (Lenient)
Phatr3_J27821,t1_Mn_deplete_vs_t1_Fe_replete,-2.533336666666667,0.0248655473581387,Tier 2 (Lenient)
Phatr3_J34358,t1_Mn_deplete_vs_t1_Fe_replete,-2.4499000000000004,0.0348071803610706,Tier 2 (Lenient)
Phatr3_EG02242,t1_Mn_deplete_vs_t1_Fe_replete,-2.4417966666666664,0.0355935919798195,Tier 2 (Lenient)
Phatr3_J45920,t1_Mn_deplete_vs_t1_Fe_replete,-2.37369,0.0427356049698565,Tier 2 (Lenient)
Phatr3_J50344,t1_Mn_deplete_vs_t1_Fe_replete,-2.354276666666667,0.0441704503299274,Tier 2 (Lenient)
Phatr3_EG00762,t1_Mn_deplete_vs_t1_Fe_replete,-2.31896,0.0488738025602758,Tier 2 (Lenient)
Phatr3_J42322,t1_Fe_deplete_vs_t1_Fe_replete,-2.0472300000000003,0.0109086291000813,Tier 2 (Lenient)
Phatr3_EG00900,t1_Fe_deplete_vs_t1_Fe_replete,-2.036,0.0117772501987654,Tier 2 (Lenient)
Phatr3_J9011,t1_Fe_deplete_vs_t1_Fe_replete,-1.9224566666666667,0.0207551074845486,Tier 2 (Lenient)
Phatr3_J47999,t1_Fe_deplete_vs_t1_Fe_replete,-1.8845333333333327,0.025617006492544,Tier 2 (Lenient)
Phatr3_J40611,t1_Fe_deplete_vs_t1_Fe_replete,-1.874776666666667,0.0267941140080784,Tier 2 (Lenient)
Phatr3_EG01946,t1_Fe_deplete_vs_t1_Fe_replete,-1.8572433333333327,0.0288329478868891,Tier 2 (Lenient)
Phatr3_EG00100,t1_Fe_deplete_vs_t1_Fe_replete,-1.8544866666666664,0.028889619705731,Tier 2 (Lenient)
Phatr3_EG02163,t1_Fe_deplete_vs_t1_Fe_replete,-1.8352933333333332,0.032349547566584,Tier 2 (Lenient)
Phatr3_EG02242,t1_Fe_deplete_vs_t1_Fe_replete,-1.8066996666666664,0.0366558273191618,Tier 2 (Lenient)
Phatr3_J43217,t1_Fe_deplete_vs_t1_Fe_replete,-1.8011933333333334,0.0376293931386505,Tier 2 (Lenient)
Phatr3_J12217,t1_Fe_deplete_vs_t1_Fe_replete,-1.79588,0.0386859095712447,Tier 2 (Lenient)
Phatr3_EG00148,t1_Fe_deplete_vs_t1_Fe_replete,-1.7841133333333332,0.0410443547205732,Tier 2 (Lenient)
Phatr3_J34798,t1_Fe_deplete_vs_t1_Fe_replete,-1.7804666666666669,0.041448522062437,Tier 2 (Lenient)
Phatr3_J48391,t1_Fe_deplete_vs_t1_Fe_replete,-1.7763833333333334,0.042125524848923,Tier 2 (Lenient)
Phatr3_EG01518,t1_Fe_deplete_vs_t1_Fe_replete,-1.750919,0.0473737936048607,Tier 2 (Lenient)
Phatr3_J44537,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4945233333333334,0.0042365124156514,Tier 2 (Lenient)
Phatr3_J43008,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4918433333333332,0.0043437125685601,Tier 2 (Lenient)
Phatr3_J47712,t1_Fe_deplete_vs_t1_Mn_deplete,-1.48385,0.0047108734085675,Tier 2 (Lenient)
Phatr3_EG02663,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4832299999999998,0.0047255113737344,Tier 2 (Lenient)
Phatr3_J47941,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4820033333333336,0.0047706705674102,Tier 2 (Lenient)
Phatr3_EG02163,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4801366666666669,0.0048488591223369,Tier 2 (Lenient)
Phatr3_EG01744,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4771233333333331,0.0049880801589519,Tier 2 (Lenient)
Phatr3_EG00792,t1_Fe_deplete_vs_t1_Mn_deplete,-1.476031,0.0050285809959716,Tier 2 (Lenient)
Phatr3_J48086,t1_Fe_deplete_vs_t1_Mn_deplete,-1.474909,0.0050710099390863,Tier 2 (Lenient)
Phatr3_J49400,t1_Fe_deplete_vs_t1_Mn_deplete,-1.463643666666667,0.005686310092105,Tier 2 (Lenient)
Phatr3_EG01234,t1_Mn_deplete_vs_t1_Fe_deplete,-1.46291,0.0057107487671018,Tier 2 (Lenient)
Phatr3_J43110,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4600328666666669,0.0058647911462938,Tier 2 (Lenient)
Phatr3_J32173,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4590260333333334,0.0059067880230489,Tier 2 (Lenient)
Phatr3_J48606,t1_Fe_deplete_vs_t1_Mn_deplete,-1.456098,0.0060690281521022,Tier 2 (Lenient)
Phatr3_J45548,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4555703333333334,0.006082152791178,Tier 2 (Lenient)
Phatr3_J7018,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4546513333333335,0.006120155832395,Tier 2 (Lenient)
Phatr3_J43439,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4537103333333334,0.006159834922984,Tier 2 (Lenient)
Phatr3_J47155,t1_Fe_deplete_vs_t1_Mn_deplete,-1.45335,0.0061626121683002,Tier 2 (Lenient)
Phatr3_J49469,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4528166666666669,0.0061765129976187,Tier 2 (Lenient)
Phatr3_J42907,t1_Fe_deplete_vs_t1_Mn_deplete,-1.451373,0.0062491257329467,Tier 2 (Lenient)
Phatr3_J44344,t1_Fe_deplete_vs_t1_Mn_deplete,-1.451026,0.0062512473897513,Tier 2 (Lenient)
Phatr3_J43047,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4500663333333332,0.0062931906745652,Tier 2 (Lenient)
Phatr3_J50052,t1_Fe_deplete_vs_t1_Mn_deplete,-1.44944,0.0063136505326351,Tier 2 (Lenient)
Phatr3_J44273,t1_Fe_deplete_vs_t1_Mn_deplete,-1.447111,0.0064382170192398,Tier 2 (Lenient)
Phatr3_J11703,t1_Fe_deplete_vs_t1_Mn_deplete,-1.446926333333333,0.0064382170192398,Tier 2 (Lenient)
Phatr3_EG00148,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4458166666666663,0.0064915590489166,Tier 2 (Lenient)
Phatr3_J50135,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4443523333333332,0.0065693307989171,Tier 2 (Lenient)
Phatr3_J36906,t1_Fe_deplete_vs_t1_Mn_deplete,-1.44243,0.0066794335121578,Tier 2 (Lenient)
Phatr3_J48680,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4390426666666665,0.006894316639061,Tier 2 (Lenient)
Phatr3_EG02130,t1_Fe_deplete_vs_t1_Mn_deplete,-1.43486,0.0071739024784411,Tier 2 (Lenient)
Phatr3_J43709,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4337300000000002,0.0072345943561542,Tier 2 (Lenient)
Phatr3_EG01387,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4331333333333334,0.0072561015088925,Tier 2 (Lenient)
Phatr3_J47738,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4311833333333333,0.0073791565957734,Tier 2 (Lenient)
Phatr3_J46236,t1_Fe_deplete_vs_t1_Mn_deplete,-1.428586666666667,0.0075538924437094,Tier 2 (Lenient)
Phatr3_J45391,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4275600000000002,0.0076097298463899,Tier 2 (Lenient)
Phatr3_J46300,t1_Fe_deplete_vs_t1_Mn_deplete,-1.42042,0.0081579362236542,Tier 2 (Lenient)
Phatr3_J51120,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4112833333333332,0.0088860523320829,Tier 2 (Lenient)
Phatr3_J55141,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4108333333333334,0.0088860523320829,Tier 2 (Lenient)
Phatr3_J22868,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4105833333333333,0.0088860523320829,Tier 2 (Lenient)
Phatr3_J7646,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4105766666666666,0.0088860523320829,Tier 2 (Lenient)
Phatr3_EG01343,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4104570000000003,0.0088860523320829,Tier 2 (Lenient)
Phatr3_J46779,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4071733333333336,0.0091571992495743,Tier 2 (Lenient)
Phatr3_J29097,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4035766666666665,0.0094416140999349,Tier 2 (Lenient)
Phatr3_J42586,t1_Fe_deplete_vs_t1_Mn_deplete,-1.40353,0.0094416140999349,Tier 2 (Lenient)
Phatr3_J43434,t1_Fe_deplete_vs_t1_Mn_deplete,-1.4008466666666668,0.0096701839303389,Tier 2 (Lenient)
Phatr3_EG00843,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3996466666666665,0.0097578429863829,Tier 2 (Lenient)
Phatr3_J25379,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3910400000000005,0.0106025883101476,Tier 2 (Lenient)
Phatr3_J5060,t1_Fe_deplete_vs_t1_Mn_deplete,-1.390286666666667,0.0106505971410667,Tier 2 (Lenient)
Phatr3_EG02326,t1_Fe_deplete_vs_t1_Mn_deplete,-1.389257,0.0107283595377134,Tier 2 (Lenient)
Phatr3_J14599,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3871193333333334,0.0109264697656245,Tier 2 (Lenient)
Phatr3_J44172,t1_Mn_deplete_vs_t1_Fe_deplete,-1.38603,0.0110127403139881,Tier 2 (Lenient)
Phatr3_J48993,t1_Fe_deplete_vs_t1_Mn_deplete,-1.385673333333333,0.0110192316964678,Tier 2 (Lenient)
Phatr3_EG01039,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3842333333333334,0.0111450422985391,Tier 2 (Lenient)
Phatr3_J47461,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3835433333333331,0.011188701335923,Tier 2 (Lenient)
Phatr3_J44596,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3815966666666666,0.011373383249922,Tier 2 (Lenient)
Phatr3_J48391,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3766866666666668,0.0119046382573434,Tier 2 (Lenient)
Phatr3_J38786,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3711133333333332,0.012540529391357,Tier 2 (Lenient)
Phatr3_EG02623,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3694866666666663,0.0127058637697379,Tier 2 (Lenient)
Phatr3_J47360,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3674533333333332,0.0128913298736907,Tier 2 (Lenient)
Phatr3_J43852,t1_Mn_deplete_vs_t1_Fe_deplete,-1.3674233333333334,0.0128913298736907,Tier 2 (Lenient)
Phatr3_J45316,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3658633333333334,0.0130525824379204,Tier 2 (Lenient)
Phatr3_J50185,t1_Fe_deplete_vs_t1_Mn_deplete,-1.364202666666667,0.0132287992638949,Tier 2 (Lenient)
Phatr3_J37567,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3638546666666669,0.0132360510045575,Tier 2 (Lenient)
Phatr3_J33535,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3622366666666668,0.0134090815632009,Tier 2 (Lenient)
Phatr3_J45795,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3615953333333333,0.0134551460937445,Tier 2 (Lenient)
Phatr3_J10458,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3608733333333336,0.0135120951781005,Tier 2 (Lenient)
Phatr3_EG00747,t1_Fe_deplete_vs_t1_Mn_deplete,-1.359649,0.0136361127451365,Tier 2 (Lenient)
Phatr3_J6062,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3572733333333336,0.0139167168653312,Tier 2 (Lenient)
Phatr3_J47959,t1_Fe_deplete_vs_t1_Mn_deplete,-1.35495,0.0141954636720768,Tier 2 (Lenient)
Phatr3_J40435,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3510433333333332,0.0147039646039189,Tier 2 (Lenient)
Phatr3_J35702,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3488133333333334,0.0149837705438993,Tier 2 (Lenient)
Phatr3_J44963,t1_Fe_deplete_vs_t1_Mn_deplete,-1.34695,0.0152144009798504,Tier 2 (Lenient)
Phatr3_EG02513,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3459533333333336,0.0153193078149661,Tier 2 (Lenient)
Phatr3_J11048,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3453433333333331,0.0153673496915029,Tier 2 (Lenient)
Phatr3_J45511,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3442466666666664,0.0154883654753781,Tier 2 (Lenient)
Phatr3_J48574,t1_Fe_deplete_vs_t1_Mn_deplete,-1.342986666666667,0.0156349945474674,Tier 2 (Lenient)
Phatr3_J39081,t1_Fe_deplete_vs_t1_Mn_deplete,-1.34262,0.0156473801187523,Tier 2 (Lenient)
Phatr3_J40647,t1_Fe_deplete_vs_t1_Mn_deplete,-1.34163,0.0157544295717133,Tier 2 (Lenient)
Phatr3_J45083,t1_Fe_deplete_vs_t1_Mn_deplete,-1.34055,0.0158760122984412,Tier 2 (Lenient)
Phatr3_J46877,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3399133333333333,0.015930287762794,Tier 2 (Lenient)
Phatr3_EG00136,t1_Fe_deplete_vs_t1_Mn_deplete,-1.33921,0.015995102628664,Tier 2 (Lenient)
Phatr3_J33150,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3385056666666666,0.0160604043201828,Tier 2 (Lenient)
Phatr3_J11994,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3342819999999995,0.0166813320801461,Tier 2 (Lenient)
Phatr3_J18940,t1_Mn_deplete_vs_t1_Fe_deplete,-1.33238,0.016943008167165,Tier 2 (Lenient)
Phatr3_J13078,t1_Mn_deplete_vs_t1_Fe_deplete,-1.3319183333333335,0.0169724796806609,Tier 2 (Lenient)
Phatr3_EG00480,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3283066666666663,0.0175230366665255,Tier 2 (Lenient)
Phatr3_EG00479,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3279623333333337,0.0175338656740317,Tier 2 (Lenient)
