Gene_ID,Comparison,Delta_Beta,FDR,Significance_Tier
Phatr3_J7961,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3273,0.0175982629800665,Tier 2 (Lenient)
Phatr3_EG00904,t1_Mn_deplete_vs_t1_Fe_deplete,-1.3267999999999998,0.0176235899357004,Tier 2 (Lenient)
Phatr3_J14003,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3265933333333333,0.0176235899357004,Tier 2 (Lenient)
Phatr3_J33540,t1_Fe_deplete_vs_t1_Mn_deplete,-1.324563333333333,0.017921177094708,Tier 2 (Lenient)
Phatr3_J49487,t1_Mn_deplete_vs_t1_Fe_deplete,-1.3237266666666667,0.0180171965610476,Tier 2 (Lenient)
Phatr3_J48132,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3205866666666668,0.0185157550990601,Tier 2 (Lenient)
Phatr3_J46037,t1_Fe_deplete_vs_t1_Mn_deplete,-1.319862,0.0185949963653938,Tier 2 (Lenient)
Phatr3_J19413,t1_Fe_deplete_vs_t1_Mn_deplete,-1.31672,0.0191087062822304,Tier 2 (Lenient)
Phatr3_EG01030,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3139473333333336,0.019566897197042,Tier 2 (Lenient)
Phatr3_EG00869,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3133333333333337,0.0196298482229278,Tier 2 (Lenient)
Phatr3_EG01917,t1_Mn_deplete_vs_t1_Fe_deplete,-1.312733333333333,0.0196904770688245,Tier 2 (Lenient)
Phatr3_EG02269,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3121333333333334,0.0197513815572725,Tier 2 (Lenient)
Phatr3_Jdraft356,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3115999999999994,0.0198000644511074,Tier 2 (Lenient)
Phatr3_EG01969,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3043366666666665,0.021151017365198,Tier 2 (Lenient)
Phatr3_J49495,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3033933333333332,0.0212737121484202,Tier 2 (Lenient)
Phatr3_EG01252,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3031763333333333,0.0212737121484202,Tier 2 (Lenient)
Phatr3_EG01159,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3025736666666663,0.0213399860194665,Tier 2 (Lenient)
Phatr3_J48866,t1_Fe_deplete_vs_t1_Mn_deplete,-1.3013,0.0215420396436817,Tier 2 (Lenient)
Phatr3_J37237,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2992866666666667,0.0218974869213754,Tier 2 (Lenient)
Phatr3_EG01683,t1_Fe_deplete_vs_t1_Mn_deplete,-1.295513333333333,0.0226284625845863,Tier 2 (Lenient)
Phatr3_J31840,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2932566666666667,0.0230528357698982,Tier 2 (Lenient)
Phatr3_J14945,t1_Fe_deplete_vs_t1_Mn_deplete,-1.28801,0.0241486431412041,Tier 2 (Lenient)
Phatr3_J54842,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2866333333333333,0.024398606484144,Tier 2 (Lenient)
Phatr3_J43438,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2854866666666669,0.0245983472207188,Tier 2 (Lenient)
Phatr3_J9011,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2852033333333333,0.0246014354413118,Tier 2 (Lenient)
Phatr3_J44194,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2836,0.0249083440951901,Tier 2 (Lenient)
Phatr3_J43954,t1_Fe_deplete_vs_t1_Mn_deplete,-1.28139,0.0253611611047026,Tier 2 (Lenient)
Phatr3_J35643,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2773366666666666,0.0262273768751836,Tier 2 (Lenient)
Phatr3_J10628,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2772266666666665,0.0262273768751836,Tier 2 (Lenient)
Phatr3_J45039,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2765766666666667,0.026320176111031,Tier 2 (Lenient)
Phatr3_J44472,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2759633333333331,0.0263873199383403,Tier 2 (Lenient)
Phatr3_J49648,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2757666666666667,0.0263873199383403,Tier 2 (Lenient)
Phatr3_J34233,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2738996666666669,0.0267801990514446,Tier 2 (Lenient)
Phatr3_J49651,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2736033333333334,0.0267877047115742,Tier 2 (Lenient)
Phatr3_J50257,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2726373333333334,0.0269445637071404,Tier 2 (Lenient)
Phatr3_J31713,t1_Fe_deplete_vs_t1_Mn_deplete,-1.27244,0.0269445637071404,Tier 2 (Lenient)
Phatr3_J54591,t1_Fe_deplete_vs_t1_Mn_deplete,-1.271598,0.0270883926360951,Tier 2 (Lenient)
Phatr3_J24547,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2678626666666668,0.0279675799941887,Tier 2 (Lenient)
Phatr3_EG01589,t1_Mn_deplete_vs_t1_Fe_deplete,-1.2664666666666666,0.028259920079687,Tier 2 (Lenient)
Phatr3_J45586,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2655833333333333,0.0284211504395194,Tier 2 (Lenient)
Phatr3_J34479,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2637433333333332,0.0288350953942392,Tier 2 (Lenient)
Phatr3_J47346,t1_Fe_deplete_vs_t1_Mn_deplete,-1.26181,0.0292796159847534,Tier 2 (Lenient)
Phatr3_EG00488,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2590033333333333,0.0299686453611144,Tier 2 (Lenient)
Phatr3_J48878,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2562266666666668,0.0306641593432716,Tier 2 (Lenient)
Phatr3_J11956,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2555999999999998,0.030766206232899,Tier 2 (Lenient)
Phatr3_J14096,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2542300000000002,0.0310783544287264,Tier 2 (Lenient)
Phatr3_J8993,t1_Fe_deplete_vs_t1_Mn_deplete,-1.25369,0.0311573053812883,Tier 2 (Lenient)
Phatr3_J49639,t1_Mn_deplete_vs_t1_Fe_deplete,-1.248679,0.0325312414343764,Tier 2 (Lenient)
Phatr3_J37305,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2467666666666664,0.0330217320069432,Tier 2 (Lenient)
Phatr3_J37468,t1_Fe_deplete_vs_t1_Mn_deplete,-1.246256666666667,0.0330963486964919,Tier 2 (Lenient)
Phatr3_Jdraft1769,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2438466666666663,0.0337462441598527,Tier 2 (Lenient)
Phatr3_EG00181,t1_Mn_deplete_vs_t1_Fe_deplete,-1.243156666666667,0.0338464545881211,Tier 2 (Lenient)
Phatr3_J46882,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2428966666666668,0.0338464545881211,Tier 2 (Lenient)
Phatr3_J43498,t1_Fe_deplete_vs_t1_Mn_deplete,-1.24274,0.0338464545881211,Tier 2 (Lenient)
Phatr3_EG00205,t1_Mn_deplete_vs_t1_Fe_deplete,-1.2417996666666666,0.0340170840986806,Tier 2 (Lenient)
Phatr3_J50358,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2416666666666667,0.0340170840986806,Tier 2 (Lenient)
Phatr3_J9143,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2405533333333334,0.034280755082133,Tier 2 (Lenient)
Phatr3_J46310,t1_Fe_deplete_vs_t1_Mn_deplete,-1.23901,0.0346804872978634,Tier 2 (Lenient)
Phatr3_EG02421,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2367666666666666,0.0353061906286018,Tier 2 (Lenient)
Phatr3_J21198,t1_Fe_deplete_vs_t1_Mn_deplete,-1.23581,0.0355291432896053,Tier 2 (Lenient)
Phatr3_J8860,t1_Fe_deplete_vs_t1_Mn_deplete,-1.235132,0.0356640971143177,Tier 2 (Lenient)
Phatr3_J34004,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2335393333333335,0.036094810215412,Tier 2 (Lenient)
Phatr3_J49299,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2314333333333334,0.0366987911148002,Tier 2 (Lenient)
Phatr3_J35020,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2299693333333337,0.0370982652144026,Tier 2 (Lenient)
Phatr3_J44201,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2279166666666668,0.0376996755234377,Tier 2 (Lenient)
Phatr3_J10539,t1_Mn_deplete_vs_t1_Fe_deplete,-1.2276433333333332,0.0377060001567286,Tier 2 (Lenient)
Phatr3_J32471,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2270376666666667,0.0378246456026635,Tier 2 (Lenient)
Phatr3_J44919,t1_Fe_deplete_vs_t1_Mn_deplete,-1.226063,0.0380689875057346,Tier 2 (Lenient)
Phatr3_J45565,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2231533333333335,0.0389815682722475,Tier 2 (Lenient)
Phatr3_J36840,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2199299999999995,0.0400220830681147,Tier 2 (Lenient)
Phatr3_J13125,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2196866666666664,0.0400220830681147,Tier 2 (Lenient)
Phatr3_J44664,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2182266666666666,0.0404535938333869,Tier 2 (Lenient)
Phatr3_J12309,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2168286666666666,0.0408669379495325,Tier 2 (Lenient)
Phatr3_J50630,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2165066666666664,0.040892323416399,Tier 2 (Lenient)
Phatr3_EG01983,t1_Mn_deplete_vs_t1_Fe_deplete,-1.2159263333333334,0.0410117116189388,Tier 2 (Lenient)
Phatr3_J13975,t1_Fe_deplete_vs_t1_Mn_deplete,-1.215133333333333,0.0412091349147931,Tier 2 (Lenient)
Phatr3_J46643,t1_Fe_deplete_vs_t1_Mn_deplete,-1.21324,0.041812760532305,Tier 2 (Lenient)
Phatr3_J35809,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2125543333333333,0.0419740380586421,Tier 2 (Lenient)
Phatr3_J39714,t1_Mn_deplete_vs_t1_Fe_deplete,-1.20837,0.0434576522585989,Tier 2 (Lenient)
Phatr3_J55070,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2078666666666666,0.043554746160361,Tier 2 (Lenient)
Phatr3_J40264,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2073433333333334,0.0436598917665683,Tier 2 (Lenient)
Phatr3_EG00362,t1_Fe_deplete_vs_t1_Mn_deplete,-1.205833333333333,0.0441472401600767,Tier 2 (Lenient)
Phatr3_EG00613,t1_Mn_deplete_vs_t1_Fe_deplete,-1.2053533333333333,0.0442370806019091,Tier 2 (Lenient)
Phatr3_J4342,t1_Fe_deplete_vs_t1_Mn_deplete,-1.204666666666667,0.044407885780254,Tier 2 (Lenient)
Phatr3_J19979,t1_Fe_deplete_vs_t1_Mn_deplete,-1.2033599999999998,0.0448229598379672,Tier 2 (Lenient)
Phatr3_EG00506,t1_Mn_deplete_vs_t1_Fe_deplete,-1.2026,0.0450250522709484,Tier 2 (Lenient)
Phatr3_J44873,t1_Fe_deplete_vs_t1_Mn_deplete,-1.1997566666666666,0.0460619619741344,Tier 2 (Lenient)
Phatr3_J41450,t1_Fe_deplete_vs_t1_Mn_deplete,-1.1963233333333334,0.0473642789466941,Tier 2 (Lenient)
Phatr3_J33218,t1_Fe_deplete_vs_t1_Mn_deplete,-1.1947766666666666,0.0479049160256014,Tier 2 (Lenient)
Phatr3_J39885,t1_Mn_deplete_vs_t1_Fe_deplete,-1.1941533333333334,0.0480624858897103,Tier 2 (Lenient)
Phatr3_J54547,t1_Mn_deplete_vs_t1_Fe_deplete,-1.1928226666666668,0.0485019818499162,Tier 2 (Lenient)
Phatr3_J50019,t1_Fe_deplete_vs_t1_Mn_deplete,-1.1926166666666669,0.0485019818499162,Tier 2 (Lenient)
Phatr3_EG02206,t1_Fe_deplete_vs_t1_Mn_deplete,-1.1921133333333331,0.0485422903822322,Tier 2 (Lenient)
Phatr3_Jdraft1682,t1_Fe_deplete_vs_t1_Mn_deplete,-1.19203,0.0485422903822322,Tier 2 (Lenient)
Phatr3_EG02362,t1_Fe_deplete_vs_t1_Mn_deplete,-1.1916166666666663,0.0486135468091568,Tier 2 (Lenient)
Phatr3_J45515,t1_Fe_deplete_vs_t1_Mn_deplete,-1.1913266666666669,0.0486328098171765,Tier 2 (Lenient)
Phatr3_J14618,t1_Mn_deplete_vs_t1_Fe_deplete,-1.1908608333333333,0.0487268213345259,Tier 2 (Lenient)
Phatr3_EG01978,t1_Fe_deplete_vs_t1_Mn_deplete,-1.1904733333333335,0.0487878921239219,Tier 2 (Lenient)
