Gene	sgRNA	t1_NH4_growth|beta	t1_NH4_growth|z	t1_NH4_growth|p-value	t1_NH4_growth|fdr	t1_NH4_growth|wald-p-value	t1_NH4_growth|wald-fdr	t2_N_stress|beta	t2_N_stress|z	t2_N_stress|p-value	t2_N_stress|fdr	t2_N_stress|wald-p-value	t2_N_stress|wald-fdr	t3_NH4_recovery|beta	t3_NH4_recovery|z	t3_NH4_recovery|p-value	t3_NH4_recovery|fdr	t3_NH4_recovery|wald-p-value	t3_NH4_recovery|wald-fdr	t3_NO3_recovery|beta	t3_NO3_recovery|z	t3_NO3_recovery|p-value	t3_NO3_recovery|fdr	t3_NO3_recovery|wald-p-value	t3_NO3_recovery|wald-fdr
Phatr3_EG01591	7	-0.098962	-0.43898	0.076663	0.68193	0.66067	1	-0.01474	-0.079841	0.60323	0.93914	0.93636	1	0.2637	1.3434	0.93442	0.98833	0.17915	0.33806	0.45029	2.3122	0.59291	0.91075	0.020769	0.093261
Phatr3_J38633	7	-0.032392	-0.078156	0.51063	0.91589	0.9377	1	0.32705	0.96364	0.04323	0.65573	0.33523	1	0.56972	1.6306	0.21795	0.74732	0.10298	0.25577	0.72619	2.0868	0.12028	0.64188	0.03691	0.11676
Phatr3_EG02243	7	0.038027	0.14846	0.6501	0.94699	0.88198	1	0.051359	0.25004	0.99186	0.99938	0.80256	1	0.39876	1.89	0.56637	0.9094	0.058754	0.20427	0.52634	2.505	0.41762	0.85505	0.012246	0.080179
Phatr3_J45354	7	-0.02703	-0.11669	0.56815	0.93393	0.90711	1	-0.050119	-0.27608	0.41653	0.88405	0.78248	1	0.16856	0.91077	0.80219	0.96845	0.36242	0.53058	0.44551	2.4246	0.60522	0.91545	0.015325	0.083621
Phatr3_J1719	7	-0.027408	-0.11485	0.56387	0.93285	0.90856	1	-0.015479	-0.07992	0.59911	0.93756	0.9363	1	0.51609	2.5299	0.30624	0.81579	0.011409	0.15029	0.60513	2.9723	0.27253	0.78334	0.0029557	0.054488
Phatr3_J24935	7	-0.014031	-0.060735	0.71899	0.96327	0.95157	1	-0.33817	-1.8732	0.00081912	0.073913	0.061037	1	-0.55676	-3.0319	0.012304	0.34432	0.0024303	0.078996	-0.74736	-4.1036	0.004012	0.20944	4.0681e-05	0.0031199
Phatr3_J14983	7	-0.041415	-0.20224	0.42063	0.9071	0.83973	1	-0.047578	-0.29167	0.429	0.88953	0.77054	1	0.11155	0.66036	0.6572	0.93073	0.50903	0.66123	0.10355	0.61485	0.54015	0.8945	0.53865	0.65907
Phatr3_J45901	7	-0.11816	-0.47644	0.036693	0.59892	0.63376	1	0.049005	0.24726	0.99318	0.99943	0.80471	1	0.38461	1.8655	0.60227	0.91755	0.062112	0.20794	0.51097	2.4894	0.45162	0.86531	0.012796	0.080874
Phatr3_J12642	7	-0.08538	-0.40409	0.1229	0.74348	0.68615	1	-0.14471	-0.85234	0.10563	0.72585	0.39403	1	0.34517	1.9726	0.70968	0.94413	0.048546	0.19562	0.34335	1.968	0.87011	0.97953	0.049062	0.13371
Phatr3_J49743	7	-0.049153	-0.2281	0.35059	0.88637	0.81957	1	-0.11187	-0.6474	0.18317	0.78007	0.51737	1	0.47141	2.6538	0.39627	0.85591	0.0079599	0.13566	0.30715	1.7279	0.96627	0.99437	0.084005	0.18211
Phatr3_J15613	7	-0.057393	-0.16123	0.28425	0.86303	0.87191	1	0.12967	0.43913	0.54315	0.92487	0.66057	1	0.6355	2.0725	0.13367	0.67081	0.038216	0.18533	0.81342	2.6666	0.059395	0.53848	0.0076627	0.070791
Phatr3_J44492	7	-0.069612	-0.36634	0.20187	0.80906	0.71411	1	0.0032321	0.021168	0.70717	0.95266	0.98311	1	0.023731	0.14801	0.46157	0.87647	0.88234	0.93767	-0.033886	-0.21106	0.30241	0.79621	0.83284	0.89264
Phatr3_J48479	7	-0.0035432	-0.018658	0.84774	0.98893	0.98511	1	0.12612	0.79406	0.56155	0.93091	0.42716	1	0.17102	0.95918	0.80849	0.97	0.33747	0.50538	0.19103	1.0622	0.73661	0.94974	0.28814	0.42015
Phatr3_J44851	7	0.16188	0.24255	0.041591	0.62401	0.80836	1	0.31642	0.60283	0.05117	0.65573	0.54662	1	0.75158	1.4171	0.050284	0.55226	0.15646	0.31325	0.81606	1.5421	0.058409	0.53665	0.12306	0.23299
Phatr3_EG01174	7	-0.00689	-0.033715	0.80515	0.97952	0.9731	1	0.0054167	0.033685	0.71998	0.95489	0.97313	1	-0.11721	-0.71227	0.23552	0.76177	0.4763	0.63288	0.083733	0.51272	0.50022	0.87953	0.60815	0.71982
Phatr3_J21538	7	-0.033673	-0.1965	0.49712	0.91506	0.84422	1	-0.091115	-0.66736	0.24773	0.80696	0.50454	1	-0.2255	-1.5982	0.12788	0.666	0.11	0.26308	-0.27227	-1.9416	0.08997	0.59734	0.052186	0.13847
Phatr3_Jdraft1493	7	-0.080161	-0.30299	0.14544	0.75988	0.7619	1	0.0073792	0.033653	0.73166	0.95649	0.97315	1	0.58865	2.5441	0.19055	0.72814	0.010957	0.14813	0.72815	3.1607	0.1183	0.6387	0.001574	0.041207
Phatr3_J10862	7	-0.018706	-0.08491	0.6627	0.94867	0.93233	1	-0.018828	-0.10681	0.58044	0.93268	0.91494	1	0.39659	2.1756	0.57173	0.9094	0.029585	0.1774	0.43576	2.394	0.62909	0.91965	0.016664	0.085637
Phatr3_EG00566	7	-0.046097	-0.19817	0.3768	0.89283	0.84291	1	0.055978	0.29336	0.96265	0.9967	0.76925	1	0.38215	1.9094	0.60831	0.9191	0.056208	0.20328	0.29065	1.4471	0.99047	0.99807	0.14787	0.26446
Phatr3_J42932	7	-0.032835	-0.1532	0.50568	0.9154	0.87824	1	-0.21731	-1.2317	0.024473	0.55955	0.21804	1	0.38641	2.105	0.59801	0.91632	0.035291	0.18363	0.19306	1.0495	0.74144	0.95178	0.29397	0.42636
Phatr3_J40239	7	0.00055981	0.00254	0.90023	0.99014	0.99797	1	-0.13733	-0.77837	0.12016	0.73497	0.43635	1	0.22175	1.2122	0.94642	0.98833	0.22544	0.38779	0.25812	1.4156	0.90517	0.98722	0.1569	0.27489
Phatr3_J45364	7	-0.040579	-0.20406	0.42855	0.9071	0.83831	1	-0.15335	-0.9619	0.090204	0.70542	0.3361	1	-0.20051	-1.1808	0.14771	0.68072	0.23766	0.40105	-0.31744	-1.8647	0.06986	0.56212	0.062224	0.1523
Phatr3_J34656	7	-0.10727	-0.56099	0.055901	0.64618	0.5748	1	-0.16717	-1.1106	0.069592	0.67857	0.26674	1	-0.34387	-2.2257	0.060699	0.57298	0.026033	0.17433	-0.69762	-4.5355	0.0058342	0.24152	5.7471e-06	0.00076399
Phatr3_J10724	7	-0.026363	-0.12188	0.57546	0.93405	0.90299	1	-0.15149	-0.8625	0.093865	0.71308	0.38841	1	-0.38796	-2.0981	0.044066	0.52854	0.035899	0.18363	-0.50941	-2.7663	0.020896	0.40064	0.0056694	0.066879
Phatr3_J39366	7	-0.01925	-0.078461	0.65702	0.94787	0.93746	1	0.16874	0.86872	0.36829	0.86205	0.385	1	0.27857	1.4034	0.89239	0.98337	0.1605	0.31781	0.31262	1.5797	0.95234	0.99343	0.11418	0.22208
Phatr3_J44779	7	0.019992	0.1043	0.85903	0.98951	0.91693	1	-0.26513	-1.7774	0.0076062	0.37541	0.075507	1	-0.39362	-2.6021	0.042327	0.52314	0.0092661	0.14158	-0.43791	-2.9181	0.033718	0.45682	0.0035222	0.05749
Phatr3_J11154	7	-0.13129	-0.46062	0.020996	0.50747	0.64507	1	-0.37934	-1.5147	0.0002006	0.073913	0.12986	1	0.864	3.1614	0.016533	0.38178	0.0015699	0.061454	0.90291	3.2886	0.025393	0.43087	0.0010069	0.031128
Phatr3_J27905	7	0.021204	0.095564	0.8438	0.98711	0.92387	1	0.034324	0.19115	0.90065	0.98966	0.8484	1	0.34397	1.8277	0.71235	0.94479	0.067595	0.21343	0.40853	2.1743	0.69796	0.93793	0.029682	0.1065
Phatr3_J47120	7	-0.054137	-0.32588	0.30956	0.87398	0.74452	1	0.0084942	0.063739	0.73842	0.95763	0.94918	1	-0.007683	-0.055537	0.40316	0.85826	0.95571	0.98172	-0.072532	-0.52535	0.25356	0.77191	0.59934	0.7127
Phatr3_EG01101	7	0.11576	0.26894	0.12996	0.74502	0.78798	1	0.17625	0.49431	0.33999	0.85301	0.62109	1	0.66219	1.7629	0.10898	0.64254	0.077921	0.22621	0.54692	1.434	0.37636	0.84085	0.15157	0.2692
Phatr3_EG02286	7	0.044903	0.085501	0.57788	0.93405	0.93186	1	0.24944	0.58243	0.13711	0.74476	0.56028	1	0.79846	1.811	0.031311	0.46825	0.070141	0.21681	0.95067	2.166	0.015664	0.35463	0.030312	0.10763
Phatr3_J11387	7	0.023649	0.07402	0.81473	0.98187	0.94099	1	0.10462	0.40834	0.67312	0.95026	0.68303	1	0.59207	2.2649	0.18562	0.7208	0.023521	0.17254	0.65162	2.4993	0.20438	0.73648	0.012445	0.080188
Phatr3_J54342	7	-0.019145	-0.0629	0.65831	0.94787	0.94985	1	0.11868	0.49724	0.59921	0.93756	0.61902	1	0.57135	2.3614	0.21555	0.7463	0.018204	0.16822	0.62317	2.5819	0.24338	0.76365	0.0098263	0.074975
Phatr3_J47337	7	0.029338	0.12656	0.74913	0.96715	0.89929	1	0.09067	0.48604	0.75267	0.96052	0.62694	1	0.21005	1.0775	0.91441	0.98776	0.28128	0.44738	0.23426	1.202	0.84291	0.9717	0.22936	0.35637
Phatr3_EG02258	7	-0.086456	-0.30517	0.11877	0.7429	0.76023	1	0.00059329	0.002548	0.69189	0.95165	0.99797	1	0.63106	2.6115	0.13835	0.67299	0.0090141	0.14097	0.61002	2.5233	0.26463	0.77929	0.011627	0.078591
Phatr3_J8000	7	-0.005914	-0.028424	0.81787	0.98209	0.97732	1	0.12748	0.77733	0.55403	0.92981	0.43696	1	0.1112	0.65863	0.65632	0.9304	0.51013	0.66171	0.31913	1.9019	0.93494	0.9901	0.057189	0.14502
Phatr3_J18793	7	-0.01257	-0.08005	0.73601	0.96378	0.9362	1	0.045631	0.36411	0.97245	0.99808	0.71578	1	-0.081866	-0.63154	0.28325	0.80132	0.52768	0.67593	-0.056202	-0.43543	0.27399	0.78334	0.66325	0.76542
Phatr3_J48414	7	0.0070096	0.032092	0.98148	0.99652	0.9744	1	-0.01176	-0.067825	0.62031	0.94436	0.94593	1	0.30066	1.694	0.83144	0.9746	0.090274	0.24065	0.17274	0.97502	0.69229	0.9368	0.32955	0.46391
Phatr3_J34807	7	-0.0519	-0.20061	0.32773	0.87583	0.841	1	0.066508	0.32079	0.89741	0.9895	0.74837	1	0.36689	1.7197	0.64977	0.92885	0.085488	0.2348	0.39359	1.8485	0.73537	0.94964	0.064534	0.1551
Phatr3_EG01476	7	0.059755	0.22169	0.44037	0.9071	0.82455	1	0.15495	0.73066	0.42431	0.88671	0.46499	1	0.37083	1.7205	0.63913	0.9262	0.085342	0.23469	0.29366	1.3663	0.99895	0.99963	0.17184	0.29223
Phatr3_J48195	7	0.072675	0.22921	0.34218	0.88326	0.81871	1	0.2103	0.832	0.22837	0.80006	0.40541	1	0.31512	1.2065	0.79096	0.96497	0.22762	0.38999	0.487	1.874	0.50523	0.8826	0.060932	0.15072
Phatr3_EG02498	7	-0.045322	-0.17753	0.3834	0.89311	0.85909	1	0.066047	0.32094	0.90027	0.98966	0.74825	1	0.41387	1.9359	0.52887	0.89766	0.052874	0.1999	0.47132	2.2088	0.54111	0.8945	0.027191	0.10269
Phatr3_J42816	7	0.00761	0.041367	0.98883	0.99792	0.967	1	0.11732	0.7996	0.6057	0.9395	0.42394	1	-0.10679	-0.70285	0.24855	0.77362	0.48215	0.63796	-0.12772	-0.8438	0.19295	0.72366	0.39878	0.53035
Phatr3_J35620	7	-0.11322	-0.52858	0.044818	0.62637	0.59709	1	0.071081	0.41052	0.86907	0.9839	0.68143	1	-0.05769	-0.31768	0.31912	0.82048	0.75073	0.84789	0.053072	0.29387	0.44131	0.86483	0.76885	0.8467
Phatr3_EG01451	7	-0.088222	-0.34815	0.1122	0.73323	0.72773	1	0.060619	0.2938	0.93333	0.99233	0.76891	1	0.45462	2.1252	0.43323	0.86827	0.03357	0.18211	0.36298	1.6914	0.81744	0.96537	0.090769	0.19116
Phatr3_J35984	7	-0.10024	-0.60781	0.072935	0.67801	0.54331	1	-0.049691	-0.37483	0.41861	0.88534	0.70779	1	-0.013377	-0.096734	0.39345	0.85537	0.92294	0.96235	-0.0043844	-0.03181	0.34408	0.8224	0.97462	0.99212
Phatr3_J45473	7	0.024968	0.096246	0.79941	0.97733	0.92332	1	-0.29611	-1.4231	0.0030926	0.21512	0.1547	1	-0.39555	-1.8313	0.041742	0.52192	0.067058	0.21279	-0.23272	-1.0865	0.11184	0.63201	0.27725	0.40845
Phatr3_J9893	7	-0.0049961	-0.020009	0.82897	0.98411	0.98404	1	-0.046436	-0.23176	0.43454	0.89166	0.81672	1	0.2008	0.97063	0.88959	0.98319	0.33173	0.49867	0.2468	1.198	0.87566	0.98153	0.23091	0.35803
Phatr3_J17198	7	-0.0069019	-0.031094	0.80496	0.97952	0.97519	1	-0.26376	-1.4626	0.0078736	0.37831	0.14359	1	-0.12877	-0.67308	0.22146	0.74965	0.5009	0.65455	0.019216	0.10114	0.38235	0.842	0.91944	0.95232
Phatr3_J39546	7	-0.051423	-0.21024	0.3319	0.87827	0.83348	1	0.055349	0.28816	0.96643	0.99719	0.77322	1	0.085205	0.43547	0.59492	0.91538	0.66322	0.78384	0.19361	0.99541	0.74271	0.95219	0.31954	0.4529
Phatr3_J48058	7	-0.034503	-0.18868	0.48873	0.91325	0.85035	1	0.0067366	0.04708	0.72777	0.9559	0.96245	1	-0.26929	-1.8518	0.098295	0.62784	0.06406	0.21015	-0.18206	-1.2611	0.14721	0.68158	0.20727	0.33201
Phatr3_J47803	7	-0.049922	-0.20853	0.34432	0.88326	0.83482	1	-0.18402	-0.94443	0.050819	0.65573	0.34495	1	0.27277	1.3014	0.90876	0.98731	0.19313	0.35314	0.36591	1.7496	0.80968	0.96352	0.08018	0.17666
Phatr3_J7893	7	-0.13229	-0.41393	0.01991	0.49322	0.67893	1	0.25472	0.95568	0.12775	0.7409	0.33923	1	0.45632	1.6153	0.42934	0.86815	0.10624	0.25875	0.38285	1.3422	0.76436	0.95692	0.17954	0.30161
Phatr3_EG02377	7	0.03513	0.16822	0.68188	0.95416	0.86641	1	-0.011164	-0.06829	0.6235	0.94436	0.94555	1	0.12894	0.77671	0.69952	0.94352	0.43733	0.59875	0.15985	0.96843	0.66209	0.92743	0.33283	0.46671
Phatr3_J46187	7	0.0018875	0.010834	0.9179	0.99396	0.99136	1	0.050382	0.35868	0.99846	0.99965	0.71983	1	-0.17232	-1.1798	0.17399	0.71069	0.23809	0.40159	-0.1269	-0.87249	0.19378	0.72405	0.38294	0.51504
Phatr3_EG01671	7	0.14989	0.50833	0.056102	0.64654	0.61122	1	0.25668	1.0964	0.12407	0.7377	0.2729	1	0.25099	1.0249	0.97075	0.99418	0.3054	0.47237	0.18086	0.73251	0.712	0.94247	0.46386	0.59095
Phatr3_J50177	7	-0.17951	-0.66848	0.002123	0.15488	0.50383	1	0.11437	0.51587	0.62146	0.94436	0.60595	1	0.5548	2.3982	0.2402	0.76573	0.016477	0.16417	0.59045	2.5521	0.29662	0.79321	0.010707	0.076529
Phatr3_EG01494	7	0.022856	0.074532	0.82436	0.98331	0.94059	1	0.24975	1.0264	0.13674	0.74364	0.30469	1	0.46802	1.8854	0.40388	0.85879	0.059378	0.20472	0.48329	1.9495	0.51403	0.88614	0.051234	0.13731
Phatr3_EG01335	7	0.097753	0.41813	0.19754	0.80346	0.67585	1	0.12294	0.66533	0.57735	0.9324	0.50584	1	0.26918	1.4112	0.91901	0.98792	0.15818	0.31462	0.33341	1.7512	0.89649	0.98409	0.079911	0.1762
Phatr3_J34425	7	0.086713	0.29203	0.25346	0.84163	0.77027	1	0.32237	1.3464	0.046456	0.65573	0.17817	1	0.20342	0.80315	0.89622	0.98461	0.42189	0.58528	0.35047	1.3908	0.8515	0.97346	0.16429	0.2838
Phatr3_J23723	7	-0.061669	-0.28946	0.25274	0.84052	0.77223	1	-0.031754	-0.18427	0.50873	0.91844	0.8538	1	0.26895	1.4728	0.91956	0.98792	0.1408	0.29683	0.1878	1.0205	0.72844	0.9478	0.30748	0.43988
Phatr3_J51040	7	-0.01155	-0.054555	0.74853	0.967	0.95649	1	0.0096793	0.056429	0.74562	0.9586	0.955	1	0.15043	0.82834	0.7544	0.95507	0.40748	0.57337	0.14836	0.81575	0.63572	0.92002	0.41464	0.54646
Phatr3_J43313	7	-0.025569	-0.13291	0.5842	0.93405	0.89427	1	0.014237	0.092188	0.77337	0.96406	0.92655	1	-0.36121	-2.2528	0.053928	0.55573	0.024272	0.17352	-0.015432	-0.097284	0.32874	0.81281	0.9225	0.95425
Phatr3_J26256	7	0.032654	0.16695	0.71025	0.96132	0.86741	1	-0.19142	-1.2291	0.043664	0.65573	0.21905	1	-0.29453	-1.8273	0.08325	0.60933	0.067651	0.21345	-0.33661	-2.0982	0.062437	0.5465	0.035892	0.11494
Phatr3_J34919	7	0.054244	0.1754	0.4877	0.91306	0.86077	1	0.12006	0.49125	0.59191	0.93536	0.62325	1	0.38666	1.5565	0.59739	0.91604	0.1196	0.27336	0.60857	2.4649	0.26692	0.78021	0.013706	0.081436
Phatr3_J27726	7	-0.086271	-0.4894	0.11954	0.74335	0.62456	1	-0.071315	-0.49693	0.32145	0.84775	0.61924	1	0.11586	0.7704	0.66804	0.93461	0.44106	0.60231	0.2723	1.8224	0.94254	0.99179	0.068395	0.16023
Phatr3_J44658	7	-0.051207	-0.16676	0.33375	0.87952	0.86756	1	0.22699	0.91373	0.1843	0.78007	0.36086	1	0.50024	1.9431	0.33671	0.83049	0.052006	0.19891	0.68699	2.6833	0.16013	0.69724	0.0072899	0.069829
Phatr3_EG01466	7	-0.05695	-0.22062	0.28771	0.86406	0.82539	1	-0.053453	-0.24867	0.40099	0.87816	0.80362	1	0.47739	2.0676	0.38333	0.85217	0.03868	0.18576	0.65961	2.8804	0.19318	0.72379	0.0039713	0.0606
Phatr3_J45967	7	0.038062	0.19477	0.64978	0.9469	0.84557	1	-0.21547	-1.3769	0.025543	0.57015	0.16854	1	-0.14098	-0.87034	0.20751	0.74082	0.38412	0.55209	-0.068736	-0.42711	0.25844	0.77555	0.6693	0.76947
Phatr3_J12118	7	-0.024023	-0.101	0.60109	0.93571	0.91955	1	-0.22793	-1.2129	0.019191	0.52557	0.22517	1	-0.57753	-2.9603	0.010682	0.3299	0.003073	0.088909	-0.42381	-2.1913	0.036861	0.47361	0.028428	0.10478
Phatr3_J55097	7	0.0090005	0.037521	0.9939	0.99876	0.97007	1	0.092822	0.49449	0.73999	0.9577	0.62096	1	0.037352	0.19598	0.48987	0.89052	0.84463	0.91152	0.23791	1.2573	0.85189	0.97349	0.20864	0.33331
Phatr3_J34196	7	-0.0014858	-0.0041166	0.87334	0.98951	0.99672	1	0.15839	0.53475	0.41036	0.88056	0.59282	1	0.56506	1.8314	0.22436	0.75052	0.067047	0.21279	0.65321	2.1207	0.20216	0.73396	0.033947	0.11257
Phatr3_J16606	7	-0.14826	-0.83371	0.009445	0.36928	0.40445	1	-0.064663	-0.44732	0.35087	0.85565	0.65464	1	-0.19484	-1.271	0.15274	0.68629	0.20374	0.36457	0.054822	0.36113	0.44455	0.86488	0.718	0.80795
Phatr3_J33153	7	0.074728	0.3044	0.32798	0.87583	0.76082	1	0.046653	0.24023	0.97884	0.99817	0.81016	1	0.21683	1.0833	0.93223	0.98833	0.27866	0.44469	0.25206	1.2625	0.88943	0.98319	0.20676	0.33146
Phatr3_J48666	7	0.12569	0.29052	0.10293	0.72208	0.77142	1	0.21006	0.60705	0.22894	0.80006	0.54382	1	0.71299	2.0165	0.070461	0.59188	0.043753	0.19179	0.64613	1.8231	0.2113	0.74378	0.068281	0.16012
Phatr3_J46511	7	0.047375	0.23797	0.55298	0.92953	0.8119	1	-0.20578	-1.2857	0.031862	0.61804	0.19854	1	-0.010109	-0.060655	0.39878	0.85591	0.95163	0.97905	0.19056	1.1523	0.73521	0.94964	0.2492	0.37854
Phatr3_J32860	7	-0.071366	-0.34835	0.19107	0.80028	0.72758	1	-0.11839	-0.72508	0.16553	0.76641	0.4684	1	0.21061	1.2386	0.91596	0.98776	0.21548	0.37736	0.24841	1.4634	0.87999	0.98187	0.14336	0.25892
Phatr3_J23164	7	0.010368	0.041188	0.97718	0.996	0.96715	1	-0.13014	-0.64464	0.13674	0.74364	0.51916	1	0.12029	0.56975	0.67842	0.93608	0.56885	0.70922	0.33982	1.6232	0.87952	0.98187	0.10454	0.2092
Phatr3_J48410	7	-0.056019	-0.25505	0.29472	0.8698	0.79869	1	0.082536	0.46856	0.80018	0.97031	0.63938	1	0.20662	1.1362	0.90543	0.98694	0.25586	0.41986	0.10811	0.59474	0.54957	0.89859	0.55202	0.67159
Phatr3_J36084	7	0.028405	0.16782	0.7595	0.96872	0.86673	1	-0.055954	-0.41043	0.3895	0.87188	0.68149	1	0.097775	0.67882	0.62496	0.92192	0.49725	0.6511	0.10431	0.72418	0.54183	0.89486	0.46896	0.59605
Phatr3_J49411	7	0.0086858	0.046763	0.99786	0.9991	0.9627	1	0.012784	0.08702	0.76411	0.96406	0.93066	1	-0.15577	-1.0265	0.19107	0.72824	0.30464	0.47174	-0.22966	-1.5178	0.11382	0.63467	0.12906	0.24113
Phatr3_J35063	7	-0.094571	-0.49228	0.090538	0.70129	0.62252	1	-0.23488	-1.4937	0.015998	0.49691	0.13527	1	0.014575	0.086028	0.44438	0.87118	0.93144	0.96714	-0.16628	-0.97209	0.15958	0.69701	0.331	0.46524
Phatr3_EG02438	7	-0.049176	-0.25166	0.3504	0.88611	0.8013	1	-0.04944	-0.31911	0.41983	0.88534	0.74964	1	-0.31513	-1.9805	0.073069	0.59295	0.047645	0.19421	-0.47078	-2.976	0.02683	0.43087	0.0029206	0.054488
Phatr3_Jdraft308	2	0.063889	0.059372	0.73845	0.96441	0.95266	1	0.057497	0.066738	0.96112	0.9967	0.94679	1	0.98123	1.1178	0.072835	0.5928	0.26366	0.42848	1.0763	1.2274	0.071515	0.56651	0.21967	0.34554
Phatr3_J48250	7	0.012923	0.037131	0.94565	0.99541	0.97038	1	0.12579	0.44645	0.56326	0.93111	0.65527	1	0.61043	2.1011	0.16267	0.69662	0.035632	0.18363	0.72602	2.508	0.12039	0.64188	0.012143	0.08
Phatr3_EG01502	7	-0.057022	-0.27292	0.28721	0.86406	0.78492	1	-0.030457	-0.18295	0.5155	0.92084	0.85484	1	-0.027467	-0.15976	0.36886	0.84629	0.87307	0.93072	0.04686	0.2743	0.43024	0.85804	0.78385	0.85779
Phatr3_J32692	7	-0.0022812	-0.012283	0.86372	0.98951	0.9902	1	-0.010983	-0.073472	0.62464	0.94436	0.94143	1	0.09984	0.63888	0.62957	0.92192	0.5229	0.67212	0.015152	0.09669	0.37588	0.84085	0.92297	0.95449
Phatr3_J46496	7	-0.084469	-0.38158	0.12645	0.74354	0.70277	1	0.025497	0.14483	0.84412	0.97898	0.88485	1	-0.03931	-0.21754	0.34858	0.83659	0.82779	0.90096	-0.091651	-0.50969	0.23098	0.75783	0.61027	0.72161
Phatr3_J44159	7	0.021944	0.063901	0.83531	0.98517	0.94905	1	0.17248	0.61172	0.35369	0.85744	0.54072	1	0.5977	2.0515	0.1784	0.71371	0.040213	0.18768	0.57999	1.9876	0.31543	0.80671	0.046859	0.13116
Phatr3_J40573	7	-0.14783	-0.64846	0.0097125	0.37308	0.51669	1	0.066937	0.36214	0.89477	0.98896	0.71724	1	0.38314	1.9959	0.60614	0.91881	0.045949	0.19295	0.49789	2.6034	0.48049	0.87198	0.0092304	0.074066
Phatr3_J16932	7	-0.071621	-0.31707	0.18954	0.79628	0.75119	1	-0.07927	-0.43999	0.2904	0.83393	0.65994	1	-0.67057	-3.5226	0.0047643	0.2375	0.00042741	0.025765	-0.58535	-3.0976	0.012437	0.32348	0.0019507	0.046045
Phatr3_EG00213	7	-0.072111	-0.26475	0.18678	0.7941	0.79121	1	0.039437	0.17843	0.93282	0.99233	0.85839	1	0.63434	2.7967	0.13504	0.67134	0.0051622	0.11188	0.61318	2.7062	0.25923	0.77555	0.0068048	0.068357
Phatr3_J47829	7	0.020441	0.055974	0.85354	0.98951	0.95536	1	-0.045368	-0.15477	0.43982	0.89292	0.877	1	0.28987	0.96422	0.8614	0.97714	0.33494	0.50241	0.31252	1.0433	0.95261	0.99343	0.29681	0.42933
Phatr3_J43537	7	-0.05317	-0.34516	0.317	0.87426	0.72998	1	-0.029838	-0.24674	0.51891	0.92118	0.80511	1	0.083447	0.67572	0.59126	0.91452	0.49922	0.65304	0.27558	2.2454	0.95147	0.99343	0.02474	0.098922
Phatr3_J43283	7	-0.081983	-0.41472	0.13704	0.75523	0.67835	1	-0.12513	-0.78868	0.14814	0.75523	0.4303	1	-0.17467	-1.0539	0.1716	0.70671	0.29193	0.45806	-0.11792	-0.71554	0.20351	0.73498	0.47428	0.6012
Phatr3_J32738	7	0.0025707	0.014036	0.92696	0.99396	0.9888	1	-0.014538	-0.10008	0.6043	0.93914	0.92028	1	0.074685	0.50101	0.57075	0.9094	0.61636	0.74773	0.11019	0.74258	0.55353	0.89959	0.45774	0.58546
Phatr3_J33217	7	-0.064488	-0.314	0.23407	0.82923	0.75352	1	0.11808	0.72226	0.60221	0.93861	0.47013	1	0.094575	0.55937	0.61707	0.92006	0.57591	0.7146	0.016722	0.098939	0.37834	0.84085	0.92119	0.95326
Phatr3_J12645	7	-0.04422	-0.18119	0.39308	0.89632	0.85622	1	-0.093033	-0.46953	0.24104	0.80551	0.63869	1	0.45328	2.1783	0.43602	0.86827	0.029385	0.1774	0.61574	2.9775	0.25515	0.77288	0.0029061	0.054488
Phatr3_EG02002	7	0.029735	0.16315	0.74443	0.96602	0.8704	1	0.017299	0.1213	0.793	0.96935	0.90345	1	0.0029314	0.020212	0.42233	0.86582	0.98387	0.99989	0.094912	0.6584	0.5229	0.89079	0.51028	0.63468
Phatr3_EG02219	7	0.013441	0.081057	0.93942	0.99412	0.9354	1	-0.035021	-0.26897	0.49176	0.90951	0.78795	1	0.14024	1.0591	0.72834	0.94621	0.28954	0.45531	0.20333	1.5442	0.76655	0.95711	0.12254	0.23245
Phatr3_J16603	7	-0.080594	-0.471	0.14346	0.75918	0.63764	1	-0.073296	-0.54038	0.31382	0.84571	0.58893	1	-0.20241	-1.4434	0.14619	0.67939	0.14891	0.30589	0.058907	0.42382	0.45171	0.86531	0.67169	0.77119
Phatr3_J51703	7	-0.078254	-0.35703	0.15483	0.76575	0.72107	1	-0.18995	-1.0147	0.044918	0.65573	0.31024	1	0.41528	1.9934	0.52556	0.89659	0.046212	0.19328	0.55257	2.6676	0.36543	0.83635	0.0076389	0.070791
Phatr3_J9777	7	-0.10072	-0.55622	0.071581	0.67274	0.57806	1	-0.16728	-1.1654	0.069392	0.67827	0.24384	1	0.027026	0.18277	0.46812	0.88	0.85498	0.91937	-0.04902	-0.33255	0.2828	0.78665	0.73947	0.82428
Phatr3_J48560	7	-0.16827	-0.90588	0.003895	0.24145	0.365	1	0.039741	0.26414	0.93454	0.99233	0.79167	1	0.2373	1.5206	0.98937	0.99752	0.12836	0.28269	0.37375	2.4099	0.78927	0.96067	0.015955	0.084766
Phatr3_J29174	7	-0.1333	-0.68208	0.019124	0.48809	0.49519	1	-0.15542	-0.99109	0.086576	0.69966	0.32164	1	-0.12664	-0.74984	0.22424	0.75052	0.45335	0.61322	-0.1588	-0.93698	0.16593	0.70427	0.34877	0.48239
